"st_astext"
"POINT(-43.4688534 -22.8756417)"
"POINT(-43.4690340074262 -22.8756473102669)"
"POINT(-43.4653885545409 -22.8755512583379)"
"POINT(-43.4655739 -22.875556)"
"POINT(-43.4674079 -22.8756028)"
"POINT(-43.4684967 -22.8756306)"
"POINT(-43.4688534 -22.8756417)"
"POINT(-43.4655739 -22.875556)"
"POINT(-43.4665006 -22.8755797)"
"POINT(-43.466554 -22.875581)"
"POINT(-43.4674079 -22.8756028)"
"POINT(-43.4725039 -22.8764352)"
"POINT(-43.4725806302394 -22.8764749711726)"
"POINT(-43.4720415 -22.8761921)"
"POINT(-43.4723247 -22.8763423)"
"POINT(-43.4725039 -22.8764352)"
"POINT(-43.4709568 -22.8758331)"
"POINT(-43.4712175 -22.8758837)"
"POINT(-43.4716982 -22.876026)"
"POINT(-43.4720415 -22.8761921)"
"POINT(-43.4690340074262 -22.8756473102669)"
"POINT(-43.4696067 -22.8756651)"
"POINT(-43.4696441 -22.8756663)"
"POINT(-43.4697226 -22.8756687)"
"POINT(-43.4701397397585 -22.8757001647811)"
"POINT(-43.4703129 -22.8757141)"
"POINT(-43.4697226 -22.8756687)"
"POINT(-43.469767 -22.8756701)"
"POINT(-43.4698842 -22.8756796)"
"POINT(-43.4701397397585 -22.8757001647811)"
"POINT(-43.4703621 -22.8757181)"
"POINT(-43.4704536 -22.8757255)"
"POINT(-43.4707283 -22.8757888)"
"POINT(-43.4709568 -22.8758331)"
"POINT(-43.4703129 -22.8757141)"
"POINT(-43.4703621 -22.8757181)"
"POINT(-43.4761568 -22.8790631)"
"POINT(-43.476253 -22.8790983)"
"POINT(-43.4752315 -22.8786109)"
"POINT(-43.4754919 -22.8787621)"
"POINT(-43.4761568 -22.8790631)"
"POINT(-43.4751768 -22.8785792)"
"POINT(-43.4752315 -22.8786109)"
"POINT(-43.4725806302394 -22.8764749711726)"
"POINT(-43.4725994 -22.8764847)"
"POINT(-43.4727367 -22.8766428)"
"POINT(-43.4729084 -22.8769117)"
"POINT(-43.4730285 -22.8771806)"
"POINT(-43.4731306621313 -22.8773026270338)"
"POINT(-43.4732121 -22.8773999)"
"POINT(-43.4732953 -22.8774652)"
"POINT(-43.4734432 -22.8775759)"
"POINT(-43.4731306621313 -22.8773026270338)"
"POINT(-43.4732121 -22.8773999)"
"POINT(-43.4734432 -22.8775759)"
"POINT(-43.4737919 -22.8778081)"
"POINT(-43.4743393 -22.8781292)"
"POINT(-43.4744362 -22.8781849)"
"POINT(-43.4748653 -22.8783984)"
"POINT(-43.4751768 -22.8785792)"
"POINT(-43.4737919 -22.8778081)"
"POINT(-43.4738439 -22.8778448)"
"POINT(-43.4743393 -22.8781292)"
"POINT(-43.4821734 -22.8818109)"
"POINT(-43.4823044 -22.8819397)"
"POINT(-43.4825008 -22.8820816)"
"POINT(-43.4828051 -22.8821957)"
"POINT(-43.4830724 -22.8822169)"
"POINT(-43.4815172 -22.8812768)"
"POINT(-43.481809 -22.8814982)"
"POINT(-43.482115 -22.8817506)"
"POINT(-43.4821734 -22.8818109)"
"POINT(-43.4808067 -22.8810007)"
"POINT(-43.4810279 -22.8810791)"
"POINT(-43.4815172 -22.8812768)"
"POINT(-43.4797278 -22.8806795)"
"POINT(-43.4801755 -22.8808164)"
"POINT(-43.4805816 -22.880921)"
"POINT(-43.4808067 -22.8810007)"
"POINT(-43.4777766 -22.8798225)"
"POINT(-43.4784838 -22.8801219)"
"POINT(-43.4771719 -22.8795496)"
"POINT(-43.4775003 -22.8797111)"
"POINT(-43.4777766 -22.8798225)"
"POINT(-43.4770854 -22.879507)"
"POINT(-43.4771719 -22.8795496)"
"POINT(-43.476253 -22.8790983)"
"POINT(-43.4764875 -22.8792129)"
"POINT(-43.4770854 -22.879507)"
"POINT(-43.4794411 -22.8805898)"
"POINT(-43.4797278 -22.8806795)"
"POINT(-43.4784838 -22.8801219)"
"POINT(-43.4790412 -22.8803942)"
"POINT(-43.4794411 -22.8805898)"
"POINT(-43.4830724 -22.8822169)"
"POINT(-43.4831715 -22.8822283)"
"POINT(-43.4835155 -22.8822195)"
"POINT(-43.4851514907915 -22.8823059036634)"
"POINT(-43.4853413 -22.8823169)"
"POINT(-43.4835155 -22.8822195)"
"POINT(-43.4841779 -22.8822495)"
"POINT(-43.4851514907915 -22.8823059036634)"
"POINT(-43.4864177 -22.8824783)"
"POINT(-43.4869481213597 -22.8825699624521)"
"POINT(-43.4853413 -22.8823169)"
"POINT(-43.4854053 -22.8823206)"
"POINT(-43.4860498060756 -22.8824131459632)"
"POINT(-43.4861937 -22.882433)"
"POINT(-43.4864177 -22.8824783)"
"POINT(-43.4860498060756 -22.8824131459632)"
"POINT(-43.4860662 -22.8824155)"
"POINT(-43.4861937 -22.882433)"
"POINT(-43.4903618 -22.8832519)"
"POINT(-43.4905254 -22.8832717)"
"POINT(-43.4907668 -22.883289)"
"POINT(-43.489652 -22.8830619)"
"POINT(-43.4898857 -22.8831114)"
"POINT(-43.4903618 -22.8832519)"
"POINT(-43.4869481213597 -22.8825699624521)"
"POINT(-43.4878464366438 -22.8827252007458)"
"POINT(-43.4886693 -22.8828674)"
"POINT(-43.4888591 -22.8829003)"
"POINT(-43.4890274 -22.8829295)"
"POINT(-43.489652 -22.8830619)"
"POINT(-43.4878464366438 -22.8827252007458)"
"POINT(-43.4886693 -22.8828674)"
"POINT(-43.4907668 -22.883289)"
"POINT(-43.4915795 -22.8833878)"
"POINT(-43.4916412 -22.8833977)"
"POINT(-43.4918397 -22.8834224)"
"POINT(-43.4918397 -22.8834224)"
"POINT(-43.4919336 -22.8834372)"
"POINT(-43.4921195 -22.883425)"
"POINT(-43.4947932 -22.8830361)"
"POINT(-43.4949583 -22.8829453)"
"POINT(-43.4950329589168 -22.8828986677095)"
"POINT(-43.494534 -22.8832008)"
"POINT(-43.4947932 -22.8830361)"
"POINT(-43.4921195 -22.883425)"
"POINT(-43.4925464 -22.8834277)"
"POINT(-43.4936107 -22.8834672)"
"POINT(-43.4938619 -22.8834348)"
"POINT(-43.4938619 -22.8834348)"
"POINT(-43.4940371 -22.8834064)"
"POINT(-43.4943874 -22.8832859)"
"POINT(-43.494534 -22.8832008)"
"POINT(-43.4950329589168 -22.8828986677095)"
"POINT(-43.4954647 -22.882629)"
"POINT(-43.4959312742009 -22.8823434129762)"
"POINT(-43.4959312742009 -22.8823434129762)"
"POINT(-43.4960584 -22.8822656)"
"POINT(-43.4963988 -22.8820984)"
"POINT(-43.4963988 -22.8820984)"
"POINT(-43.4966585 -22.8819795)"
"POINT(-43.4972319 -22.8817264)"
"POINT(-43.4974098 -22.8816595)"
"POINT(-43.4986001 -22.8814636)"
"POINT(-43.4986262200533 -22.881465802725)"
"POINT(-43.4980886 -22.8814857)"
"POINT(-43.4982084 -22.8814764)"
"POINT(-43.4982084 -22.8814764)"
"POINT(-43.4983332 -22.8814667)"
"POINT(-43.4985563 -22.8814641)"
"POINT(-43.4986001 -22.8814636)"
"POINT(-43.4974098 -22.8816595)"
"POINT(-43.4978336 -22.881514)"
"POINT(-43.4978336 -22.881514)"
"POINT(-43.4980886 -22.8814857)"
"POINT(-43.4986262200533 -22.881465802725)"
"POINT(-43.4987839 -22.8814791)"
"POINT(-43.4992412 -22.8815299)"
"POINT(-43.4994459 -22.8815382)"
"POINT(-43.4994459 -22.8815382)"
"POINT(-43.4995245353374 -22.8815353900746)"
"POINT(-43.4995245353374 -22.8815353900746)"
"POINT(-43.4996306 -22.8815316)"
"POINT(-43.4998922 -22.8814531)"
"POINT(-43.5001516 -22.8813206)"
"POINT(-43.5025677 -22.879533)"
"POINT(-43.5026897 -22.8794993)"
"POINT(-43.5029834 -22.8794818)"
"POINT(-43.5031177964739 -22.8795034427662)"
"POINT(-43.5016507 -22.8799914)"
"POINT(-43.5017271 -22.8799496)"
"POINT(-43.5017271 -22.8799496)"
"POINT(-43.5020479 -22.8797981)"
"POINT(-43.5023655 -22.8796162)"
"POINT(-43.5025677 -22.879533)"
"POINT(-43.5001516 -22.8813206)"
"POINT(-43.5003141 -22.8812056)"
"POINT(-43.5009321 -22.8806205)"
"POINT(-43.5012497 -22.8803358)"
"POINT(-43.5015512 -22.8800655)"
"POINT(-43.5015512 -22.8800655)"
"POINT(-43.5016507 -22.8799914)"
"POINT(-43.5074845 -22.880062)"
"POINT(-43.5076093728945 -22.8801374470648)"
"POINT(-43.5064979 -22.8796488)"
"POINT(-43.5069574 -22.879806)"
"POINT(-43.5073093 -22.8799562)"
"POINT(-43.5074845 -22.880062)"
"POINT(-43.5055802 -22.8793423)"
"POINT(-43.5057134 -22.8793714)"
"POINT(-43.5059348 -22.8794403)"
"POINT(-43.5035157 -22.8795614)"
"POINT(-43.5036958 -22.8795846)"
"POINT(-43.5040242 -22.8795615)"
"POINT(-43.5063561 -22.8795775)"
"POINT(-43.5064979 -22.8796488)"
"POINT(-43.5031177964739 -22.8795034427662)"
"POINT(-43.5033268 -22.8795371)"
"POINT(-43.5035157 -22.8795614)"
"POINT(-43.5059348 -22.8794403)"
"POINT(-43.5062021 -22.8795371)"
"POINT(-43.5063561 -22.8795775)"
"POINT(-43.5040242 -22.8795615)"
"POINT(-43.5042671 -22.8795203)"
"POINT(-43.5046177 -22.8794491)"
"POINT(-43.505133 -22.8793423)"
"POINT(-43.5053444 -22.8793367)"
"POINT(-43.5055111 -22.8793386)"
"POINT(-43.5055802 -22.8793423)"
"POINT(-43.5108853 -22.8809594)"
"POINT(-43.511162 -22.8810088)"
"POINT(-43.511202634031 -22.8810200020596)"
"POINT(-43.5103043187468 -22.8809148180282)"
"POINT(-43.5103906 -22.880921)"
"POINT(-43.5107569 -22.8809497)"
"POINT(-43.5108853 -22.8809594)"
"POINT(-43.5076093728945 -22.8801374470648)"
"POINT(-43.5078329 -22.8802725)"
"POINT(-43.5082191 -22.8805098)"
"POINT(-43.508390446625 -22.8806132000302)"
"POINT(-43.508390446625 -22.8806132000302)"
"POINT(-43.508468 -22.88066)"
"POINT(-43.5096132 -22.8808653)"
"POINT(-43.5103043187468 -22.8809148180282)"
"POINT(-43.508468 -22.88066)"
"POINT(-43.5087803 -22.8807959)"
"POINT(-43.5090337 -22.8808518)"
"POINT(-43.509503 -22.8808604)"
"POINT(-43.5096132 -22.8808653)"
"POINT(-43.519287471588 -22.8848253838631)"
"POINT(-43.5193981 -22.8848764)"
"POINT(-43.5155868 -22.8826847)"
"POINT(-43.5158801 -22.8828048)"
"POINT(-43.5161413 -22.8829532)"
"POINT(-43.5163473 -22.883143)"
"POINT(-43.5165189 -22.8833723)"
"POINT(-43.5166464 -22.8836007)"
"POINT(-43.5167936 -22.8837756)"
"POINT(-43.5170082 -22.8839812)"
"POINT(-43.5172034 -22.8841101)"
"POINT(-43.5175104 -22.884243)"
"POINT(-43.5192205 -22.8847945)"
"POINT(-43.519287471588 -22.8848253838631)"
"POINT(-43.511202634031 -22.8810200020596)"
"POINT(-43.5115251 -22.8811089)"
"POINT(-43.5119386 -22.8812522)"
"POINT(-43.5121009493151 -22.8813395402417)"
"POINT(-43.5125953 -22.8816593)"
"POINT(-43.512772 -22.8817878)"
"POINT(-43.5129753 -22.8818852)"
"POINT(-43.5133432 -22.8820107)"
"POINT(-43.5146365 -22.8823835)"
"POINT(-43.5152868 -22.8825782)"
"POINT(-43.5155868 -22.8826847)"
"POINT(-43.5121009493151 -22.8813395402417)"
"POINT(-43.5121927 -22.8813889)"
"POINT(-43.5125017 -22.8815912)"
"POINT(-43.5125953 -22.8816593)"
"POINT(-43.5226567 -22.8890689)"
"POINT(-43.5228301 -22.8891953)"
"POINT(-43.5220677 -22.8886881)"
"POINT(-43.5226567 -22.8890689)"
"POINT(-43.5219484 -22.8886018)"
"POINT(-43.5220677 -22.8886881)"
"POINT(-43.5193981 -22.8848764)"
"POINT(-43.5196153 -22.8850254)"
"POINT(-43.5197237 -22.885119)"
"POINT(-43.5197237 -22.885119)"
"POINT(-43.5197863 -22.885173)"
"POINT(-43.5199542 -22.8853859)"
"POINT(-43.5206419 -22.8866007)"
"POINT(-43.5208534 -22.8869544)"
"POINT(-43.5210422 -22.8873181)"
"POINT(-43.5212225 -22.8877451)"
"POINT(-43.5215164 -22.8882014)"
"POINT(-43.5217414 -22.8884437)"
"POINT(-43.5219484 -22.8886018)"
"POINT(-43.5199542 -22.8853859)"
"POINT(-43.5200552 -22.8855864)"
"POINT(-43.5202955 -22.8860134)"
"POINT(-43.5205272 -22.8864088)"
"POINT(-43.5206419 -22.8866007)"
"POINT(-43.5228301 -22.8891953)"
"POINT(-43.5231752 -22.8894194)"
"POINT(-43.5235273 -22.8896778)"
"POINT(-43.5237888 -22.8898089)"
"POINT(-43.5241836 -22.8899987)"
"POINT(-43.5242415 -22.8900186)"
"POINT(-43.5245083 -22.8901103)"
"POINT(-43.52469 -22.8901727)"
"POINT(-43.5248078 -22.8902181)"
"POINT(-43.5242415 -22.8900186)"
"POINT(-43.5245083 -22.8901103)"
"POINT(-43.5289589 -22.8922884)"
"POINT(-43.5292734 -22.8924499)"
"POINT(-43.5297531 -22.8926202)"
"POINT(-43.5300672549975 -22.8926609195853)"
"POINT(-43.5285309 -22.8920498)"
"POINT(-43.5289589 -22.8922884)"
"POINT(-43.5248078 -22.8902181)"
"POINT(-43.5250728 -22.8903042)"
"POINT(-43.5256087 -22.8904494)"
"POINT(-43.5256087 -22.8904494)"
"POINT(-43.5261832 -22.890595)"
"POINT(-43.5265318 -22.8907027)"
"POINT(-43.5268404 -22.8908704)"
"POINT(-43.5285309 -22.8920498)"
"POINT(-43.5261832 -22.890595)"
"POINT(-43.5265318 -22.8907027)"
"POINT(-43.5327994 -22.8929091)"
"POINT(-43.5329684 -22.8930084)"
"POINT(-43.5329950674441 -22.8930271297422)"
"POINT(-43.5300672549975 -22.8926609195853)"
"POINT(-43.5301674 -22.8926739)"
"POINT(-43.5305412 -22.8926538)"
"POINT(-43.5309655702816 -22.8925916782376)"
"POINT(-43.5322537 -22.8926683)"
"POINT(-43.5327994 -22.8929091)"
"POINT(-43.5310918 -22.8925732)"
"POINT(-43.5313452 -22.8925552)"
"POINT(-43.531731 -22.892556)"
"POINT(-43.5320134 -22.8925998)"
"POINT(-43.5322537 -22.8926683)"
"POINT(-43.5309655702816 -22.8925916782376)"
"POINT(-43.5310918 -22.8925732)"
"POINT(-43.5362864 -22.8942439)"
"POINT(-43.5363641 -22.8943116)"
"POINT(-43.5359823 -22.8941504)"
"POINT(-43.5361428 -22.8941764)"
"POINT(-43.5362864 -22.8942439)"
"POINT(-43.5329950674441 -22.8930271297422)"
"POINT(-43.5331646 -22.8931462)"
"POINT(-43.5333691 -22.8933765)"
"POINT(-43.5336605161339 -22.893717175966)"
"POINT(-43.5336605161339 -22.893717175966)"
"POINT(-43.5337631 -22.8938371)"
"POINT(-43.5339027 -22.8940087)"
"POINT(-43.5358124 -22.8941656)"
"POINT(-43.5359823 -22.8941504)"
"POINT(-43.5339027 -22.8940087)"
"POINT(-43.5341293 -22.8941754)"
"POINT(-43.5343156 -22.8942583)"
"POINT(-43.5344566 -22.8942794)"
"POINT(-43.5346811 -22.8942889)"
"POINT(-43.5358124 -22.8941656)"
"POINT(-43.5363641 -22.8943116)"
"POINT(-43.5368732 -22.8947601)"
"POINT(-43.5376021 -22.895404)"
"POINT(-43.5377216817131 -22.8955097794203)"
"POINT(-43.5368732 -22.8947601)"
"POINT(-43.5376021 -22.895404)"
"POINT(-43.5406843 -22.8981176)"
"POINT(-43.5414646847932 -22.898819908321)"
"POINT(-43.5377216817131 -22.8955097794203)"
"POINT(-43.5381520925545 -22.8958905109423)"
"POINT(-43.5394431 -22.8970325)"
"POINT(-43.5406843 -22.8981176)"
"POINT(-43.5381520925545 -22.8958905109423)"
"POINT(-43.5394431 -22.8970325)"
"POINT(-43.5439658 -22.9009717)"
"POINT(-43.544292 -22.901137)"
"POINT(-43.5414646847932 -22.898819908321)"
"POINT(-43.541745353691 -22.8990724957756)"
"POINT(-43.5418857 -22.8991988)"
"POINT(-43.5433326 -22.9004708)"
"POINT(-43.543549 -22.9006618)"
"POINT(-43.5437594 -22.9008219)"
"POINT(-43.5439658 -22.9009717)"
"POINT(-43.541745353691 -22.8990724957756)"
"POINT(-43.5418857 -22.8991988)"
"POINT(-43.549012 -22.9023062)"
"POINT(-43.549445 -22.9023798)"
"POINT(-43.5482279 -22.9021309)"
"POINT(-43.549012 -22.9023062)"
"POINT(-43.544292 -22.901137)"
"POINT(-43.5446965 -22.9013565)"
"POINT(-43.5446965 -22.9013565)"
"POINT(-43.5455554 -22.9016449)"
"POINT(-43.5462617 -22.9017984)"
"POINT(-43.5475461 -22.902013)"
"POINT(-43.5482279 -22.9021309)"
"POINT(-43.5462617 -22.9017984)"
"POINT(-43.5475461 -22.902013)"
