"st_astext"
"POINT(-43.2636973 -22.9141639)"
"POINT(-43.2636605 -22.9142653)"
"POINT(-43.2636425 -22.9143048)"
"POINT(-43.2636062 -22.914366)"
"POINT(-43.2630663 -22.9151663)"
"POINT(-43.2644997388635 -22.9132575644442)"
"POINT(-43.2646105 -22.9134922)"
"POINT(-43.2636973 -22.9141639)"
"POINT(-43.26377 -22.9139704)"
"POINT(-43.2638182 -22.9138711)"
"POINT(-43.2638528 -22.9138296)"
"POINT(-43.2638956 -22.9137964)"
"POINT(-43.2639526 -22.9137608)"
"POINT(-43.2640207 -22.9137291)"
"POINT(-43.264256 -22.9136343)"
"POINT(-43.264256 -22.9136343)"
"POINT(-43.2646105 -22.9134922)"
"POINT(-43.2626138 -22.9158695)"
"POINT(-43.2625406 -22.9160477)"
"POINT(-43.2625235 -22.9161092)"
"POINT(-43.2625111 -22.9161719)"
"POINT(-43.2625145 -22.916237)"
"POINT(-43.2625486 -22.9163426)"
"POINT(-43.2626318 -22.9165823)"
"POINT(-43.2630663 -22.9151663)"
"POINT(-43.2626138 -22.9158695)"
"POINT(-43.2626318 -22.9165823)"
"POINT(-43.2626936 -22.9167802)"
"POINT(-43.2626936 -22.9167802)"
"POINT(-43.2627031082952 -22.9168092968145)"
"POINT(-43.2626936 -22.9167802)"
"POINT(-43.2627017584462 -22.9168051660736)"
"POINT(-43.264202 -22.9183096)"
"POINT(-43.2645504208779 -22.9184599807045)"
"POINT(-43.2630917 -22.9178979)"
"POINT(-43.264202 -22.9183096)"
"POINT(-43.2627031082952 -22.9168092968145)"
"POINT(-43.2627069 -22.9168209)"
"POINT(-43.2627714 -22.9170181)"
"POINT(-43.2629988 -22.9174739)"
"POINT(-43.2630695 -22.9175831)"
"POINT(-43.2631044 -22.9176632)"
"POINT(-43.2631157 -22.9177277)"
"POINT(-43.2631128 -22.9178015)"
"POINT(-43.2630917 -22.9178979)"
"POINT(-43.2627714 -22.9170181)"
"POINT(-43.2628073 -22.9171435)"
"POINT(-43.2628443 -22.9172231)"
"POINT(-43.2629074 -22.9173408)"
"POINT(-43.2629988 -22.9174739)"
"POINT(-43.2661142 -22.9191324)"
"POINT(-43.2671946847158 -22.9195439198801)"
"POINT(-43.2645504208779 -22.9184599807045)"
