"point_4326";"point_4326";"posicao"
"POINT(-43.1794224 -22.901296)";"POINT(-4806711.31431567 -2620086.41472849)";304
"POINT(-43.1793588 -22.9012758)";"POINT(-4806704.23439606 -2620083.97366178)";305
"POINT(-43.1792954 -22.901244)";"POINT(-4806697.17674034 -2620080.13079511)";306
"POINT(-43.1792396 -22.9012007)";"POINT(-4806690.96511276 -2620074.89821396)";307
"POINT(-43.179232 -22.9329111)";"POINT(-4806690.11908462 -2623907.383741)";308
"POINT(-43.1791749 -22.9011168)";"POINT(-4806683.7627417 -2620064.75933745)";309
"POINT(-43.1791074 -22.9010962)";"POINT(-4806676.24867607 -2620062.26993607)";310
"POINT(-43.1790968 -22.9010922)";"POINT(-4806675.06868947 -2620061.7865572)";311
"POINT(-43.1789573 -22.9328645)";"POINT(-4806659.5396205 -2623901.75105599)";312
"POINT(-43.178921 -22.9010294)";"POINT(-4806655.49872299 -2620054.1975109)";313
"POINT(-43.1788707 -22.9328498)";"POINT(-4806649.8993526 -2623899.97422228)";314
"POINT(-43.1788593 -22.9010046)";"POINT(-4806648.6303104 -2620051.20056365)";315
"POINT(-43.1784047 -22.9007902)";"POINT(-4806598.02446989 -2620025.2914941)";316
"POINT(-43.1783541 -22.9007614)";"POINT(-4806592.39170366 -2620021.81117445)";317
"POINT(-43.1782957 -22.9007316)";"POINT(-4806585.89064539 -2620018.21001114)";318
"POINT(-43.177876 -22.9327673)";"POINT(-4806539.16985511 -2623890.00219993)";319
"POINT(-43.1777848 -22.9327344)";"POINT(-4806529.01751755 -2623886.02547998)";320
"POINT(-43.1777075 -22.9326907)";"POINT(-4806520.41252091 -2623880.74333371)";321
"POINT(-43.177618 -22.9326173)";"POINT(-4806510.44942648 -2623871.87126576)";322
"POINT(-43.1776099 -22.9307824)";"POINT(-4806509.54773861 -2623650.08321712)";323
"POINT(-43.1776018 -22.9311554)";"POINT(-4806508.64605073 -2623695.16823301)";324
"POINT(-43.177602 -22.9304661)";"POINT(-4806508.66831463 -2623611.85170443)";325
"POINT(-43.1776045 -22.930239)";"POINT(-4806508.94661336 -2623584.40194434)";326
"POINT(-43.1775986 -22.9313686)";"POINT(-4806508.28982836 -2623720.93806193)";327
"POINT(-43.1775861 -22.931495)";"POINT(-4806506.89833473 -2623736.21625358)";328
"POINT(-43.1775801 -22.9299536)";"POINT(-4806506.23041778 -2623549.90548152)";329
"POINT(-43.1775511 -22.9004734)";"POINT(-4806503.00215255 -2619987.00801855)";330
"POINT(-43.1775391 -22.932209)";"POINT(-4806501.66631866 -2623822.5189647)";331
"POINT(-43.1775345 -22.932503)";"POINT(-4806501.154249 -2623858.05550741)";332
"POINT(-43.1775326 -22.9297755)";"POINT(-4806500.94274197 -2623528.3784685)";333
"POINT(-43.1774569 -22.9004525)";"POINT(-4806492.51585652 -2619984.48237573)";334
"POINT(-43.1773606 -22.9004355)";"POINT(-4806481.79578955 -2619982.42802541)";335
"POINT(-43.1772777 -22.9004287)";"POINT(-4806472.56740377 -2619981.60628535)";336
"POINT(-43.1772754 -22.9290523)";"POINT(-4806472.31136894 -2623440.96530727)";337
"POINT(-43.1772276 -22.9288932)";"POINT(-4806466.99029728 -2623421.73495791)";338
"POINT(-43.1772149 -22.9004241)";"POINT(-4806465.57653975 -2619981.05040239)";339
"POINT(-43.1771034 -22.9231342)";"POINT(-4806453.16441652 -2622725.66228184)";340
"POINT(-43.1770737 -22.928399)";"POINT(-4806449.85822764 -2623362.00135808)";341
"POINT(-43.1770744 -22.9234197)";"POINT(-4806449.93615129 -2622760.16909456)";342
"POINT(-43.1770644 -22.9235688)";"POINT(-4806448.82295638 -2622778.19001935)";343
"POINT(-43.1770599 -22.928346)";"POINT(-4806448.32201867 -2623355.595299)";344
"POINT(-43.1770518 -22.9237584)";"POINT(-4806447.4203308 -2622801.10599259)";345
"POINT(-43.1770545 -22.9226396)";"POINT(-4806447.72089342 -2622665.88287577)";346
"POINT(-43.1770446 -22.9238673)";"POINT(-4806446.61883046 -2622814.26818793)";347
"POINT(-43.1770399 -22.923937)";"POINT(-4806446.09562885 -2622822.69248195)";348
"POINT(-43.1770214 -22.9282247)";"POINT(-4806444.03621828 -2623340.93389398)";349
"POINT(-43.1769805 -22.9241703)";"POINT(-4806439.4832511 -2622850.89032979)";350
"POINT(-43.176955 -22.9220184)";"POINT(-4806436.64460409 -2622590.80237811)";351
"POINT(-43.1769519 -22.9280055)";"POINT(-4806436.29951367 -2623314.43945093)";352
"POINT(-43.1769442 -22.9219512)";"POINT(-4806435.44235359 -2622582.68036165)";353
"POINT(-43.1769294 -22.900356)";"POINT(-4806433.79482512 -2619972.82091995)";354
"POINT(-43.1768622 -22.924572)";"POINT(-4806426.31415534 -2622899.4419887)";355
"POINT(-43.1768476 -22.9276765)";"POINT(-4806424.68889078 -2623274.67369307)";356
"POINT(-43.1768274 -22.9006641)";"POINT(-4806422.44023706 -2620010.05301664)";357
"POINT(-43.1768208 -22.9275921)";"POINT(-4806421.70552842 -2623264.47240175)";358
"POINT(-43.1768226 -22.9246774)";"POINT(-4806421.90590351 -2622912.18123297)";359
"POINT(-43.176766 -22.9274015)";"POINT(-4806415.60522033 -2623241.43491182)";360
"POINT(-43.1767618 -22.9248461)";"POINT(-4806415.13767847 -2622932.57129639)";361
"POINT(-43.1767435 -22.9273233)";"POINT(-4806413.10053178 -2623231.98302344)";362
"POINT(-43.1767372 -22.9214241)";"POINT(-4806412.39921899 -2622518.97343475)";363
"POINT(-43.1767375 -22.9008772)";"POINT(-4806412.43261484 -2620035.80496421)";364
"POINT(-43.1767183 -22.9009226)";"POINT(-4806410.29528062 -2620041.29130646)";365
"POINT(-43.1767029 -22.9213368)";"POINT(-4806408.58096046 -2622508.42211222)";366
"POINT(-43.1766836 -22.9250632)";"POINT(-4806406.43249428 -2622958.81130273)";367
"POINT(-43.1766761 -22.9212685)";"POINT(-4806405.5975981 -2622500.16718764)";368
"POINT(-43.1766568 -22.9212193)";"POINT(-4806403.44913193 -2622494.22074382)";369
"POINT(-43.1766537 -22.9270042)";"POINT(-4806403.10404151 -2623193.4140572)";370
"POINT(-43.1766279 -22.9252177)";"POINT(-4806400.23199865 -2622977.48512373)";371
"POINT(-43.1766093 -22.9267648)";"POINT(-4806398.16145612 -2623164.47832708)";372
"POINT(-43.1765373 -22.9257211)";"POINT(-4806390.14645278 -2623038.32929408)";373
"POINT(-43.1765266 -22.9263584)";"POINT(-4806388.95533423 -2623115.35780624)";374
"POINT(-43.1765266 -22.9258076)";"POINT(-4806388.95533423 -2623048.78426467)";375
"POINT(-43.1765239 -22.925899)";"POINT(-4806388.65477161 -2623059.8314894)";376
"POINT(-43.1765247 -22.9013426)";"POINT(-4806388.7438272 -2620092.04610161)";377
"POINT(-43.1765213 -22.9261657)";"POINT(-4806388.36534093 -2623092.06670526)";378
"POINT(-43.1765186 -22.9260225)";"POINT(-4806388.0647783 -2623074.75854997)";379
"POINT(-43.1764488 -22.9209847)";"POINT(-4806380.29467785 -2622465.86638895)";380
"POINT(-43.1764444 -22.9015168)";"POINT(-4806379.80487209 -2620113.09730323)";381
"POINT(-43.1763259 -22.9017565)";"POINT(-4806366.61351243 -2620142.06389754)";382
"POINT(-43.1763134 -22.9208319)";"POINT(-4806365.2220188 -2622447.39861729)";383
"POINT(-43.1762107 -22.920747)";"POINT(-4806353.78950709 -2622437.13741024)";384
"POINT(-43.1762088 -22.9019393)";"POINT(-4806353.57800006 -2620164.15443441)";385
"POINT(-43.1761824 -22.9019778)";"POINT(-4806350.6391655 -2620168.80698563)";386
"POINT(-43.1761629 -22.9020067)";"POINT(-4806348.46843543 -2620172.29942105)";387
"POINT(-43.1761394 -22.9020419)";"POINT(-4806345.8524274 -2620176.55318423)";388
"POINT(-43.1759787 -22.9205552)";"POINT(-4806327.96338523 -2622413.95604976)";389
"POINT(-43.1758978 -22.9024025)";"POINT(-4806318.95763842 -2620220.13015129)";390
"POINT(-43.1758504 -22.9024652)";"POINT(-4806313.68109456 -2620227.70718984)";391
"POINT(-43.1758246 -22.9024993)";"POINT(-4806310.80905169 -2620231.82803683)";392
"POINT(-43.175807 -22.9205473)";"POINT(-4806308.84982866 -2622413.00123947)";393
"POINT(-43.1756207 -22.9205744)";"POINT(-4806288.11100752 -2622416.27660157)";394
"POINT(-43.1755161 -22.9029071)";"POINT(-4806276.46698878 -2620281.10909672)";395
"POINT(-43.1753837 -22.9206089)";"POINT(-4806261.7282882 -2622420.44634394)";396
"POINT(-43.1753049 -22.9169549)";"POINT(-4806252.95631233 -2621978.82213758)";397
"POINT(-43.1752911 -22.9031922)";"POINT(-4806251.42010336 -2620315.56242203)";398
"POINT(-43.1752877 -22.91754)";"POINT(-4806251.04161709 -2622049.53680571)";399
"POINT(-43.1751761 -22.9182752)";"POINT(-4806238.61836191 -2622138.39285983)";400
"POINT(-43.1751418 -22.9158086)";"POINT(-4806234.80010338 -2621840.2822191)";401
"POINT(-43.1750881 -22.9034495)";"POINT(-4806228.82224673 -2620346.65627799)";402
"POINT(-43.175056 -22.9188048)";"POINT(-4806225.24889107 -2622202.40045757)";403
"POINT(-43.1750505 -22.9034933)";"POINT(-4806224.63663387 -2620351.94936933)";404
"POINT(-43.175021 -22.9035276)";"POINT(-4806221.35270889 -2620356.09441694)";405
"POINT(-43.1748881 -22.920686)";"POINT(-4806206.55834857 -2622429.76481549)";406
"POINT(-43.1748875 -22.9149401)";"POINT(-4806206.49155687 -2621735.31752848)";407
"POINT(-43.1748691 -22.9148772)";"POINT(-4806204.44327824 -2621727.71562133)";408
"POINT(-43.1748328 -22.9194689)";"POINT(-4806200.40238072 -2622282.66411481)";409
"POINT(-43.1747028 -22.9206675)";"POINT(-4806185.93084692 -2622427.52886529)";410
"POINT(-43.1746548 -22.9206022)";"POINT(-4806180.58751136 -2622419.6365678)";411
"POINT(-43.1746372 -22.9040272)";"POINT(-4806178.62828833 -2620416.4696316)";412
"POINT(-43.1746148 -22.9040651)";"POINT(-4806176.13473173 -2620421.04974603)";413
"POINT(-43.1745925 -22.9199511)";"POINT(-4806173.65230709 -2622340.94343905)";414
"POINT(-43.1745807 -22.9204654)";"POINT(-4806172.3387371 -2622403.10263992)";415
"POINT(-43.1745698 -22.9204389)";"POINT(-4806171.12535465 -2622399.89979763)";416
"POINT(-43.1745636 -22.9041495)";"POINT(-4806170.4351738 -2620431.24926667)";417
"POINT(-43.1745416 -22.9041982)";"POINT(-4806167.98614501 -2620437.13453799)";418
"POINT(-43.1745066 -22.9140061)";"POINT(-4806164.08996283 -2621622.43742581)";419
"POINT(-43.1745031 -22.920159)";"POINT(-4806163.70034461 -2622366.07056962)";420
"POINT(-43.1744737 -22.9203116)";"POINT(-4806160.42755158 -2622384.51407719)";421
"POINT(-43.1744228 -22.9044145)";"POINT(-4806154.7613895 -2620463.27386918)";422
"POINT(-43.1743678 -22.9044967)";"POINT(-4806148.63881751 -2620473.20755106)";423
"POINT(-43.1743549 -22.9137125)";"POINT(-4806147.20279608 -2621586.95407671)";424
"POINT(-43.1743398 -22.9045345)";"POINT(-4806145.52187177 -2620477.77559657)";425
"POINT(-43.1742062 -22.9047086)";"POINT(-4806130.64958779 -2620498.81520886)";426
"POINT(-43.1741741 -22.904752)";"POINT(-4806127.07623214 -2620504.06001016)";427
"POINT(-43.1740171 -22.9049648)";"POINT(-4806109.59907208 -2620529.77647953)";428
"POINT(-43.1739938 -22.9132258)";"POINT(-4806107.00532795 -2621528.13358522)";429
"POINT(-43.1739592 -22.9050433)";"POINT(-4806103.15367357 -2620539.26306324)";430
"POINT(-43.1737088 -22.912874)";"POINT(-4806075.27927307 -2621485.61666534)";431
"POINT(-43.1736003 -22.90553)";"POINT(-4806063.20110832 -2620598.08000481)";432
"POINT(-43.1733308 -22.9058945)";"POINT(-4806033.20050555 -2620642.12940381)";433
"POINT(-43.1732237 -22.9123083)";"POINT(-4806021.27818809 -2621417.24901276)";434
"POINT(-43.1731353 -22.9064182)";"POINT(-4806011.4375451 -2620705.41814402)";435
"POINT(-43.1730733 -22.9065666)";"POINT(-4806004.53573667 -2620723.35221376)";436
"POINT(-43.1730328 -22.9066855)";"POINT(-4806000.0272973 -2620737.72123663)";437
"POINT(-43.1728901 -22.9070758)";"POINT(-4805984.14200596 -2620784.8889419)";438
"POINT(-43.1728358 -22.9072135)";"POINT(-4805978.09735761 -2620801.53000176)";439
"POINT(-43.1728211 -22.9072617)";"POINT(-4805976.4609611 -2620807.35498095)";440
"POINT(-43.1727889 -22.9119018)";"POINT(-4805972.87647349 -2621368.12164647)";441
"POINT(-43.1727499 -22.9118709)";"POINT(-4805968.53501335 -2621364.38724753)";442
"POINT(-43.1726792 -22.9118054)";"POINT(-4805960.66472535 -2621356.47129142)";443
"POINT(-43.1725566 -22.9080076)";"POINT(-4805947.01695578 -2620897.49740219)";444
"POINT(-43.1725275 -22.9116946)";"POINT(-4805943.7775586 -2621343.08064461)";445
"POINT(-43.1724612 -22.9082648)";"POINT(-4805936.39707636 -2620928.58027725)";446
"POINT(-43.1724464 -22.9083031)";"POINT(-4805934.7495479 -2620933.20887527)";447
"POINT(-43.1722828 -22.9115201)";"POINT(-4805916.5376792 -2621321.99160662)";448
"POINT(-43.1722179 -22.9094658)";"POINT(-4805909.31304425 -2621073.72309876)";449
"POINT(-43.1721996 -22.9090034)";"POINT(-4805907.27589757 -2621017.84114749)";450
"POINT(-43.1721885 -22.9095422)";"POINT(-4805906.04025122 -2621082.95620767)";451
"POINT(-43.1721812 -22.9095598)";"POINT(-4805905.22761894 -2621085.08320732)";452
"POINT(-43.1721654 -22.9095985)";"POINT(-4805903.46877098 -2621089.76019047)";453
"POINT(-43.1720821 -22.9093161)";"POINT(-4805894.1958574 -2621055.63153788)";454
"POINT(-43.1720243 -22.9099713)";"POINT(-4805887.76159083 -2621134.81398804)";455
"POINT(-43.1720058 -22.9113668)";"POINT(-4805885.70218025 -2621303.46469764)";456
"POINT(-43.1719722 -22.9100984)";"POINT(-4805881.96184536 -2621150.17436419)";457
"POINT(-43.1719333 -22.9102064)";"POINT(-4805877.63151717 -2621163.22646539)";458
"POINT(-43.1719157 -22.9102586)";"POINT(-4805875.67229413 -2621169.53498469)";459
"POINT(-43.1718937 -22.9113134)";"POINT(-4805873.22326534 -2621297.01110218)";460
"POINT(-43.1718081 -22.9112723)";"POINT(-4805863.69431692 -2621292.04401077)";461
"POINT(-43.1717231 -22.9108197)";"POINT(-4805854.23216021 -2621237.34567798)";464
"POINT(-43.1716231 -22.9111974)";"POINT(-4805843.10021113 -2621282.99206461)";465
