"point_4326";"point_4326";"posicao"
"POINT(-43.1843988 -22.9332616)";"POINT(-4807265.28462966 -2623949.74981378)";300
"POINT(-43.1841589 -22.9029368)";"POINT(-4807238.57908381 -2620284.69823315)";301
"POINT(-43.1840948 -22.9331261)";"POINT(-4807231.44350445 -2623933.37147592)";302
"POINT(-43.1840747 -22.9029152)";"POINT(-4807229.20598269 -2620282.08795203)";303
"POINT(-43.1839363 -22.9028715)";"POINT(-4807213.79936516 -2620276.80696788)";304
"POINT(-43.1839048 -22.9029582)";"POINT(-4807210.2928012 -2620287.28434542)";305
"POINT(-43.1838836 -22.9329514)";"POINT(-4807207.932828 -2623912.25492724)";306
"POINT(-43.1838739 -22.9030212)";"POINT(-4807206.85302894 -2620294.89766894)";307
"POINT(-43.1836433 -22.9328487)";"POINT(-4807181.18275436 -2623899.84126194)";308
"POINT(-43.183615 -22.9029477)";"POINT(-4807178.03241277 -2620286.01545851)";309
"POINT(-43.1835388 -22.932815)";"POINT(-4807169.54986757 -2623895.7678412)";310
"POINT(-43.1834587 -22.9028997)";"POINT(-4807160.63317636 -2620280.21483389)";311
"POINT(-43.1833984 -22.9028862)";"POINT(-4807153.92061106 -2620278.58340858)";312
"POINT(-43.1833225 -22.9327428)";"POINT(-4807145.47146171 -2623887.04081264)";313
"POINT(-43.1830022 -22.9027778)";"POINT(-4807109.81582881 -2620265.4836735)";314
"POINT(-43.182746 -22.9325505)";"POINT(-4807081.29577527 -2623863.79696288)";315
"POINT(-43.1825861 -22.9324972)";"POINT(-4807063.49578869 -2623857.35444562)";316
"POINT(-43.182556 -22.9026326)";"POINT(-4807060.14507202 -2620247.9368123)";317
"POINT(-43.1821872 -22.9323641)";"POINT(-4807019.09044382 -2623841.26629446)";318
"POINT(-43.1821151 -22.9024891)";"POINT(-4807011.06430853 -2620230.595408)";319
"POINT(-43.1818547 -22.9322468)";"POINT(-4806982.07671313 -2623827.08794444)";320
"POINT(-43.1817718 -22.9322175)";"POINT(-4806972.84832734 -2623823.54638067)";321
"POINT(-43.1816847 -22.9321875)";"POINT(-4806963.15239969 -2623819.92020695)";322
"POINT(-43.1816491 -22.9023374)";"POINT(-4806959.18942582 -2620212.26308627)";323
"POINT(-43.1815912 -22.9023186)";"POINT(-4806952.7440273 -2620209.99118494)";324
"POINT(-43.1815629 -22.9321455)";"POINT(-4806949.59368571 -2623814.8435651)";325
"POINT(-43.181368 -22.9320784)";"POINT(-4806927.89751696 -2623806.73302864)";326
"POINT(-43.1813461 -22.9022388)";"POINT(-4806925.45962011 -2620200.34769238)";327
"POINT(-43.1811264 -22.9319953)";"POINT(-4806901.00272798 -2623796.68853973)";328
"POINT(-43.1807688 -22.9318738)";"POINT(-4806861.19487808 -2623782.00256523)";329
"POINT(-43.1806028 -22.9019969)";"POINT(-4806842.7158426 -2620171.11513491)";330
"POINT(-43.1805419 -22.9317938)";"POINT(-4806835.93648561 -2623772.33279497)";331
"POINT(-43.1805417 -22.901977)";"POINT(-4806835.91422172 -2620168.71030923)";332
"POINT(-43.1803445 -22.9317257)";"POINT(-4806813.96201813 -2623764.10140754)";333
"POINT(-43.180225 -22.9316845)";"POINT(-4806800.65933898 -2623759.1214806)";334
"POINT(-43.1801646 -22.9040255)";"POINT(-4806793.93564174 -2620416.26419114)";335
"POINT(-43.1800786 -22.90416)";"POINT(-4806784.36216553 -2620432.51816482)";336
"POINT(-43.1800072 -22.9316095)";"POINT(-4806776.41395389 -2623750.05608349)";337
"POINT(-43.1799074 -22.9017705)";"POINT(-4806765.3042687 -2620143.75573192)";338
"POINT(-43.1798176 -22.9045427)";"POINT(-4806755.30777843 -2620478.76654841)";339
"POINT(-43.1797907 -22.903831)";"POINT(-4806752.31328413 -2620392.75940268)";340
"POINT(-43.1797658 -22.9017244)";"POINT(-4806749.54142881 -2620138.18476367)";341
"POINT(-43.1796556 -22.9037607)";"POINT(-4806737.27402092 -2620384.2638499)";342
"POINT(-43.1796283 -22.9248596)";"POINT(-4806734.23499883 -2622934.20298602)";343
"POINT(-43.1795519 -22.9248324)";"POINT(-4806725.73018973 -2622930.91543374)";344
"POINT(-43.1795359 -22.9251899)";"POINT(-4806723.94907788 -2622974.12504304)";345
"POINT(-43.179529 -22.9297947)";"POINT(-4806723.18097339 -2623530.69917826)";346
"POINT(-43.1795182 -22.9308221)";"POINT(-4806721.97872289 -2623654.88180406)";347
"POINT(-43.1794703 -22.9314245)";"POINT(-4806716.64651928 -2623727.69479208)";348
"POINT(-43.1794539 -22.9294338)";"POINT(-4806714.82087963 -2623487.07714209)";349
"POINT(-43.1794194 -22.9292961)";"POINT(-4806710.9803572 -2623470.43335344)";350
"POINT(-43.1793857 -22.9313954)";"POINT(-4806707.22889036 -2623724.17742416)";351
"POINT(-43.1793732 -22.9015989)";"POINT(-4806705.83739672 -2620123.01868835)";352
"POINT(-43.1793651 -22.9312072)";"POINT(-4806704.93570885 -2623701.42937908)";353
"POINT(-43.1793402 -22.9259529)";"POINT(-4806702.16385353 -2623066.34621295)";354
"POINT(-43.1793292 -22.9312976)";"POINT(-4806700.93933913 -2623712.35617256)";355
"POINT(-43.1793175 -22.926189)";"POINT(-4806699.63690109 -2623094.88290824)";356
"POINT(-43.1793144 -22.9288777)";"POINT(-4806699.29181067 -2623419.86148071)";357
"POINT(-43.1793173 -22.901581)";"POINT(-4806699.61463719 -2620120.85556002)";358
"POINT(-43.1793129 -22.9268364)";"POINT(-4806699.12483143 -2623173.13244986)";359
"POINT(-43.1793129 -22.9267099)";"POINT(-4806699.12483143 -2623157.84269693)";360
"POINT(-43.1793046 -22.9272002)";"POINT(-4806698.20087965 -2623217.10416672)";361
"POINT(-43.1793001 -22.9283125)";"POINT(-4806697.69994195 -2623351.54618748)";362
"POINT(-43.1792955 -22.9281804)";"POINT(-4806697.18787229 -2623335.57940226)";363
"POINT(-43.1792298 -22.931352)";"POINT(-4806689.87418174 -2623718.93159162)";364
"POINT(-43.1791632 -22.9306646)";"POINT(-4806682.46030366 -2623635.84459715)";365
"POINT(-43.1791543 -22.9246594)";"POINT(-4806681.46956019 -2622910.00564976)";366
"POINT(-43.1791549 -22.9015418)";"POINT(-4806681.53635188 -2620116.11843083)";367
"POINT(-43.1791453 -22.9307076)";"POINT(-4806680.46768477 -2623641.04205462)";368
"POINT(-43.1791328 -22.9321095)";"POINT(-4806679.07619114 -2623810.49215905)";369
"POINT(-43.179105 -22.9015365)";"POINT(-4806675.98150929 -2620115.47795173)";370
"POINT(-43.1790735 -22.9034619)";"POINT(-4806672.47494533 -2620348.15477856)";371
"POINT(-43.1790457 -22.9015482)";"POINT(-4806669.38026349 -2620116.89183958)";372
"POINT(-43.1790283 -22.9057416)";"POINT(-4806667.44330435 -2620623.65160309)";373
"POINT(-43.1790212 -22.9057524)";"POINT(-4806666.65293597 -2620624.9567708)";374
"POINT(-43.1790174 -22.9015689)";"POINT(-4806666.2299219 -2620119.39333377)";375
"POINT(-43.178994 -22.9016082)";"POINT(-4806663.62504581 -2620124.14254842)";376
"POINT(-43.1789054 -22.9312611)";"POINT(-4806653.76213893 -2623707.94435794)";377
"POINT(-43.1789006 -22.9327655)";"POINT(-4806653.22780537 -2623889.7846286)";378
"POINT(-43.1788707 -22.9328498)";"POINT(-4806649.8993526 -2623899.97422228)";379
"POINT(-43.1788154 -22.9020886)";"POINT(-4806643.74338476 -2620182.19667288)";380
"POINT(-43.1787866 -22.9135114)";"POINT(-4806640.53738343 -2621562.64996062)";381
"POINT(-43.1787428 -22.9244206)";"POINT(-4806635.66158973 -2622881.14293979)";382
"POINT(-43.1787302 -22.9032827)";"POINT(-4806634.25896414 -2620326.49904167)";383
"POINT(-43.1787156 -22.9137359)";"POINT(-4806632.63369958 -2621589.78210648)";384
"POINT(-43.1787129 -22.9312068)";"POINT(-4806632.33313695 -2623701.38103045)";385
"POINT(-43.1786933 -22.9137871)";"POINT(-4806630.15127493 -2621595.96993401)";386
"POINT(-43.1786828 -22.9311984)";"POINT(-4806628.98242028 -2623700.36570931)";387
"POINT(-43.1786726 -22.9025241)";"POINT(-4806627.84696147 -2620234.82501712)";388
"POINT(-43.1786684 -22.9243811)";"POINT(-4806627.37941961 -2622876.36875271)";389
"POINT(-43.1786605 -22.9135413)";"POINT(-4806626.49999563 -2621566.26354894)";390
"POINT(-43.1786518 -22.9025769)";"POINT(-4806625.53151607 -2620241.20568664)";391
"POINT(-43.1786093 -22.9026849)";"POINT(-4806620.80043771 -2620254.25706386)";392
"POINT(-43.1785953 -22.9063629)";"POINT(-4806619.24196483 -2620698.73517022)";393
"POINT(-43.1785641 -22.9135696)";"POINT(-4806615.76879672 -2621569.68376873)";394
"POINT(-43.1785289 -22.9311554)";"POINT(-4806611.85035065 -2623695.16823301)";395
"POINT(-43.1785312 -22.9063612)";"POINT(-4806612.10638548 -2620698.52972622)";396
"POINT(-43.1784858 -22.9136011)";"POINT(-4806607.05248059 -2621573.49072798)";397
"POINT(-43.17848 -22.9030174)";"POINT(-4806606.40682755 -2620294.4384525)";398
"POINT(-43.1784737 -22.9063318)";"POINT(-4806605.70551475 -2620694.97675396)";399
"POINT(-43.178461 -22.9030662)";"POINT(-4806604.29175722 -2620300.33575933)";400
"POINT(-43.1784337 -22.9031366)";"POINT(-4806601.25273512 -2620308.84335326)";401
"POINT(-43.1782783 -22.9062429)";"POINT(-4806583.95368626 -2620684.2332473)";402
"POINT(-43.1782328 -22.9036644)";"POINT(-4806578.88864942 -2620372.62627906)";403
"POINT(-43.1781979 -22.9142944)";"POINT(-4806575.0035992 -2621657.28031241)";404
"POINT(-43.1781688 -22.9310489)";"POINT(-4806571.76420201 -2623682.2954209)";405
"POINT(-43.1781505 -22.9143374)";"POINT(-4806569.72705533 -2621662.47714195)";406
"POINT(-43.1781354 -22.9138279)";"POINT(-4806568.04613102 -2621600.90086075)";407
"POINT(-43.1780854 -22.9143598)";"POINT(-4806562.48015648 -2621665.18432822)";408
"POINT(-43.1780497 -22.9240161)";"POINT(-4806558.50605066 -2622832.25291271)";409
"POINT(-43.1780398 -22.9143703)";"POINT(-4806557.4039877 -2621666.45332194)";410
"POINT(-43.1779465 -22.914355)";"POINT(-4806547.01787921 -2621664.60421683)";411
"POINT(-43.1779241 -22.9138964)";"POINT(-4806544.52432261 -2621609.17950334)";412
"POINT(-43.177921 -22.9309776)";"POINT(-4806544.17923219 -2623673.67729038)";413
"POINT(-43.1779011 -22.9045437)";"POINT(-4806541.96397433 -2620478.8873962)";414
"POINT(-43.177876 -22.9327673)";"POINT(-4806539.16985511 -2623890.00219993)";415
"POINT(-43.1778352 -22.9309652)";"POINT(-4806534.62801988 -2623672.17848553)";416
"POINT(-43.1778217 -22.9047464)";"POINT(-4806533.12520676 -2620503.38326151)";417
"POINT(-43.1777848 -22.9327344)";"POINT(-4806529.01751755 -2623886.02547998)";418
"POINT(-43.1777831 -22.9048495)";"POINT(-4806528.82827441 -2620515.84269201)";419
"POINT(-43.1777527 -22.9049358)";"POINT(-4806525.44416189 -2620526.27188311)";420
"POINT(-43.1777461 -22.9142266)";"POINT(-4806524.70945325 -2621649.08624501)";421
"POINT(-43.1777259 -22.9050121)";"POINT(-4806522.46079954 -2620535.49259873)";422
"POINT(-43.1777198 -22.931027)";"POINT(-4806521.78175065 -2623679.64833685)";423
"POINT(-43.17771 -22.9238233)";"POINT(-4806520.69081964 -2622808.95012793)";424
"POINT(-43.1777075 -22.9326907)";"POINT(-4806520.41252091 -2623880.74333371)";425
"POINT(-43.1776955 -22.9050942)";"POINT(-4806519.07668702 -2620545.41423956)";426
"POINT(-43.1776777 -22.9139662)";"POINT(-4806517.09520008 -2621617.61526316)";427
"POINT(-43.177618 -22.9326173)";"POINT(-4806510.44942648 -2623871.87126576)";428
"POINT(-43.1776018 -22.9311554)";"POINT(-4806508.64605073 -2623695.16823301)";429
"POINT(-43.1775986 -22.9313686)";"POINT(-4806508.28982836 -2623720.93806193)";430
"POINT(-43.1775861 -22.931495)";"POINT(-4806506.89833473 -2623736.21625358)";431
"POINT(-43.1775716 -22.9058131)";"POINT(-4806505.28420211 -2620632.29229867)";432
"POINT(-43.1775556 -22.9142131)";"POINT(-4806503.50309026 -2621647.4546834)";433
"POINT(-43.1775391 -22.932209)";"POINT(-4806501.66631866 -2623822.5189647)";434
"POINT(-43.1775345 -22.932503)";"POINT(-4806501.154249 -2623858.05550741)";435
"POINT(-43.1775328 -22.905562)";"POINT(-4806500.96500587 -2620601.94716267)";436
"POINT(-43.1775206 -22.9237157)";"POINT(-4806499.60690808 -2622795.94506122)";437
"POINT(-43.1775146 -22.9056134)";"POINT(-4806498.93899113 -2620608.15878689)";438
"POINT(-43.1774632 -22.9057472)";"POINT(-4806493.21716931 -2620624.3283567)";439
"POINT(-43.1774594 -22.923663)";"POINT(-4806492.79415524 -2622789.57548306)";440
"POINT(-43.1773747 -22.9235655)";"POINT(-4806483.36539437 -2622777.79116566)";441
"POINT(-43.1773387 -22.9233712)";"POINT(-4806479.35789271 -2622754.30716152)";442
"POINT(-43.1773182 -22.9061373)";"POINT(-4806477.07584314 -2620671.47156574)";443
"POINT(-43.1772868 -22.9062205)";"POINT(-4806473.58041113 -2620681.52622311)";444
"POINT(-43.1772667 -22.9231023)";"POINT(-4806471.34288937 -2622721.80670904)";445
"POINT(-43.1772551 -22.9142675)";"POINT(-4806470.05158328 -2621654.02927338)";446
"POINT(-43.1772218 -22.9063929)";"POINT(-4806466.34464423 -2620702.36065295)";447
"POINT(-43.1772004 -22.9225369)";"POINT(-4806463.96240713 -2622653.47015545)";448
"POINT(-43.1771252 -22.9063944)";"POINT(-4806455.59118142 -2620702.54192711)";449
"POINT(-43.1771196 -22.9219813)";"POINT(-4806454.96779227 -2622586.31834769)";450
"POINT(-43.1771118 -22.9063946)";"POINT(-4806454.09950024 -2620702.566097)";451
"POINT(-43.1771086 -22.9219054)";"POINT(-4806453.74327787 -2622577.14482298)";452
"POINT(-43.1770903 -22.9218229)";"POINT(-4806451.70613119 -2622567.17360629)";453
"POINT(-43.1770288 -22.9063959)";"POINT(-4806444.85998251 -2620702.72320127)";454
"POINT(-43.1769688 -22.9063969)";"POINT(-4806438.18081306 -2620702.84405071)";455
"POINT(-43.1769291 -22.9210965)";"POINT(-4806433.76142928 -2622479.37881622)";456
"POINT(-43.1768622 -22.9207949)";"POINT(-4806426.31415534 -2622442.92671237)";457
"POINT(-43.1768241 -22.9206231)";"POINT(-4806422.07288274 -2622422.16258603)";458
"POINT(-43.1768086 -22.9141546)";"POINT(-4806420.34743064 -2621640.38458499)";459
"POINT(-43.176805 -22.9064027)";"POINT(-4806419.94668047 -2620703.54497749)";460
"POINT(-43.176776 -22.9205244)";"POINT(-4806416.71841523 -2622410.23349858)";461
"POINT(-43.1767336 -22.9203256)";"POINT(-4806411.99846883 -2622386.20614315)";462
"POINT(-43.176696 -22.9064062)";"POINT(-4806407.81285597 -2620703.96795056)";463
"POINT(-43.1766571 -22.9171983)";"POINT(-4806403.48252778 -2622008.23920907)";464
"POINT(-43.1766168 -22.9200989)";"POINT(-4806398.9963523 -2622358.80678236)";465
"POINT(-43.1766009 -22.9180617)";"POINT(-4806397.2263724 -2622112.58926344)";466
"POINT(-43.1765837 -22.9183463)";"POINT(-4806395.31167716 -2622146.98601032)";467
"POINT(-43.1765389 -22.9144602)";"POINT(-4806390.32456397 -2621677.31832932)";468
"POINT(-43.1765151 -22.9185993)";"POINT(-4806387.67516009 -2622177.56364287)";469
"POINT(-43.1765052 -22.9199646)";"POINT(-4806386.57309713 -2622342.57506973)";470
"POINT(-43.1764931 -22.914469)";"POINT(-4806385.22613129 -2621678.38186769)";471
"POINT(-43.1763778 -22.9188286)";"POINT(-4806372.390994 -2622205.27693781)";472
"POINT(-43.1763778 -22.9163541)";"POINT(-4806372.390994 -2621906.21029903)";473
"POINT(-43.1763574 -22.9144893)";"POINT(-4806370.12007639 -2621680.83525762)";474
"POINT(-43.176254 -22.9145019)";"POINT(-4806358.60964104 -2621682.35805155)";475
"POINT(-43.1762402 -22.9147806)";"POINT(-4806357.07343207 -2621716.04083917)";476
"POINT(-43.1761935 -22.90642)";"POINT(-4806351.87481185 -2620705.63567305)";477
"POINT(-43.1761719 -22.9146243)";"POINT(-4806349.47031085 -2621697.15091422)";478
"POINT(-43.1761004 -22.9145096)";"POINT(-4806341.51096726 -2621683.28864791)";479
"POINT(-43.1760482 -22.9148077)";"POINT(-4806335.70008984 -2621719.3160619)";480
"POINT(-43.1760194 -22.9147153)";"POINT(-4806332.4940885 -2621708.14888451)";481
"POINT(-43.1760001 -22.9193819)";"POINT(-4806330.34562233 -2622272.14920283)";482
"POINT(-43.1759756 -22.9146147)";"POINT(-4806327.6182948 -2621695.99068921)";483
"POINT(-43.1759639 -22.9143304)";"POINT(-4806326.31585676 -2621661.63114633)";484
"POINT(-43.1759434 -22.9191715)";"POINT(-4806324.0338072 -2622246.72006428)";485
"POINT(-43.1759074 -22.9145177)";"POINT(-4806320.02630553 -2621684.26758699)";486
"POINT(-43.1758428 -22.9144446)";"POINT(-4806312.83506643 -2621675.43296601)";487
"POINT(-43.175837 -22.9192555)";"POINT(-4806312.18941338 -2622256.87237721)";488
"POINT(-43.1757598 -22.9195638)";"POINT(-4806303.59554869 -2622294.13383685)";489
"POINT(-43.1757323 -22.9143302)";"POINT(-4806300.53426269 -2621661.60697502)";490
"POINT(-43.1757257 -22.9191351)";"POINT(-4806299.79955406 -2622242.32073063)";491
"POINT(-43.1756396 -22.919042)";"POINT(-4806290.2149459 -2622231.06859416)";492
"POINT(-43.1754165 -22.9186625)";"POINT(-4806265.3795675 -2622185.20201691)";493
"POINT(-43.1753675 -22.9064091)";"POINT(-4806259.92491245 -2620704.31841396)";494
"POINT(-43.1753135 -22.9183779)";"POINT(-4806253.91365995 -2622150.80518977)";495
"POINT(-43.1752785 -22.9065924)";"POINT(-4806250.01747777 -2620726.47013355)";496
"POINT(-43.175219 -22.9187969)";"POINT(-4806243.39396807 -2622201.44565962)";497
"POINT(-43.1750438 -22.9072387)";"POINT(-4806223.89079328 -2620804.57542631)";498
"POINT(-43.1749957 -22.9073612)";"POINT(-4806218.53632578 -2620819.37958148)";499
"POINT(-43.1749615 -22.9195796)";"POINT(-4806214.72919919 -2622296.04344362)";500
"POINT(-43.1749361 -22.9075101)";"POINT(-4806211.90168412 -2620837.37420117)";501
"POINT(-43.1748416 -22.9131302)";"POINT(-4806201.38199225 -2621516.57980073)";502
"POINT(-43.1746799 -22.912894)";"POINT(-4806183.38163058 -2621488.03376982)";503
"POINT(-43.1745944 -22.9202351)";"POINT(-4806173.86381412 -2622375.26814845)";504
"POINT(-43.1745948 -22.9084557)";"POINT(-4806173.90834192 -2620951.65076968)";505
"POINT(-43.1745807 -22.9204654)";"POINT(-4806172.3387371 -2622403.10263992)";506
"POINT(-43.1745698 -22.9204389)";"POINT(-4806171.12535465 -2622399.89979763)";507
"POINT(-43.1745186 -22.9086407)";"POINT(-4806165.42579672 -2620974.00827108)";508
"POINT(-43.1744836 -22.9087477)";"POINT(-4806161.52961454 -2620986.93938041)";509
"POINT(-43.1744737 -22.9203116)";"POINT(-4806160.42755158 -2622384.51407719)";510
"POINT(-43.1744357 -22.9126727)";"POINT(-4806156.19741093 -2621461.28852859)";511
"POINT(-43.1744074 -22.9126383)";"POINT(-4806153.04706934 -2621457.13111589)";512
"POINT(-43.1743835 -22.9126051)";"POINT(-4806150.38653351 -2621453.11873021)";513
"POINT(-43.1743668 -22.9125877)";"POINT(-4806148.52749802 -2621451.01585377)";514
"POINT(-43.1740373 -22.9097773)";"POINT(-4806111.8477258 -2621111.36859509)";515
"POINT(-43.1740017 -22.9098679)";"POINT(-4806107.88475193 -2621122.31783113)";516
"POINT(-43.1738398 -22.9103806)";"POINT(-4806089.86212637 -2621184.27904312)";517
"POINT(-43.1737795 -22.9105036)";"POINT(-4806083.14956107 -2621199.14396791)";518
"POINT(-43.1737535 -22.911909)";"POINT(-4806080.25525431 -2621368.9917978)";519
"POINT(-43.1736416 -22.9117719)";"POINT(-4806067.7986033 -2621352.42267413)";520
"POINT(-43.1736031 -22.9117209)";"POINT(-4806063.5128029 -2621346.25910942)";521
"POINT(-43.1735044 -22.9108206)";"POINT(-4806052.52556915 -2621237.45444602)";522
"POINT(-43.1734686 -22.9115725)";"POINT(-4806048.54033139 -2621328.32435787)";523
"POINT(-43.1733387 -22.9109825)";"POINT(-4806034.07992953 -2621257.02062067)";524
"POINT(-43.1731911 -22.9111169)";"POINT(-4806017.64917269 -2621273.263343)";525
"POINT(-43.1730794 -22.9112064)";"POINT(-4806005.21478557 -2621284.07974813)";526
