"point_4326";"point_4326";"posicao"
"POINT(-43.2053103 -22.9094276)";"POINT(-4809593.14216138 -2621069.10654625)";306
"POINT(-43.2047102 -22.8042667)";"POINT(-4809526.33933495 -2608365.10567502)";307
"POINT(-43.2043348 -22.8042149)";"POINT(-4809484.54999811 -2608358.85037666)";308
"POINT(-43.2042297 -22.804074)";"POINT(-4809472.85031963 -2608341.83549413)";309
"POINT(-43.2042306 -22.8039823)";"POINT(-4809472.95050717 -2608330.7619427)";310
"POINT(-43.2041762 -22.8041418)";"POINT(-4809466.89472687 -2608350.02292299)";311
"POINT(-43.2040963 -22.8041658)";"POINT(-4809458.00029956 -2608352.92112887)";312
"POINT(-43.2040727 -22.8037922)";"POINT(-4809455.37315957 -2608307.80578185)";313
"POINT(-43.2039985 -22.8040828)";"POINT(-4809447.11325336 -2608342.89816903)";314
"POINT(-43.2039434 -22.8042005)";"POINT(-4809440.97954941 -2608357.11145244)";315
"POINT(-43.2038575 -22.8040983)";"POINT(-4809431.41720515 -2608344.76992613)";316
"POINT(-43.2038175 -22.8036611)";"POINT(-4809426.96442552 -2608291.97438184)";317
"POINT(-43.2036633 -22.803351)";"POINT(-4809409.79896004 -2608254.52732468)";318
"POINT(-43.203658 -22.803485)";"POINT(-4809409.20896674 -2608270.70888681)";319
"POINT(-43.2036485 -22.8042305)";"POINT(-4809408.15143158 -2608360.73421144)";320
"POINT(-43.2035884 -22.8035769)";"POINT(-4809401.46113018 -2608281.80654945)";321
"POINT(-43.203588 -22.8032497)";"POINT(-4809401.41660238 -2608242.29455729)";322
"POINT(-43.2034543 -22.80364)";"POINT(-4809386.53318647 -2608289.42638525)";323
"POINT(-43.2033924 -22.8030379)";"POINT(-4809379.64250999 -2608216.71807995)";324
"POINT(-43.2033379 -22.8043291)";"POINT(-4809373.57559774 -2608372.64101827)";325
"POINT(-43.2032932 -22.8042115)";"POINT(-4809368.5996165 -2608358.43979732)";326
"POINT(-43.2032791 -22.8029252)";"POINT(-4809367.03001168 -2608203.10870523)";327
"POINT(-43.203194 -22.8028291)";"POINT(-4809357.55672301 -2608191.50391456)";328
"POINT(-43.2020995 -22.8015944)";"POINT(-4809235.71754034 -2608042.40542254)";329
"POINT(-43.2017269 -22.801212)";"POINT(-4809194.23989807 -2607996.22827416)";330
"POINT(-43.2016026 -22.8010626)";"POINT(-4809180.40288536 -2607978.18734187)";331
"POINT(-43.2013377 -22.8007443)";"POINT(-4809150.91435225 -2607939.75080308)";332
"POINT(-43.2012185 -22.8006516)";"POINT(-4809137.64506895 -2607928.55676671)";333
"POINT(-43.2010287 -22.908029)";"POINT(-4809116.5166296 -2620900.08361116)";334
"POINT(-43.2009287 -22.9080293)";"POINT(-4809105.38468052 -2620900.11986643)";335
"POINT(-43.2009181 -22.8004696)";"POINT(-4809104.20469392 -2607906.5792849)";336
"POINT(-43.2006129 -22.8003739)";"POINT(-4809070.22998533 -2607895.0230054)";337
"POINT(-43.200489 -22.8003351)";"POINT(-4809056.43750041 -2607890.33770318)";338
"POINT(-43.2000165 -22.8002934)";"POINT(-4809003.83904102 -2607885.30221232)";339
"POINT(-43.199067 -22.9074287)";"POINT(-4808898.14118451 -2620827.53697882)";340
"POINT(-43.1989651 -22.9073935)";"POINT(-4808886.7977284 -2620823.28304667)";341
"POINT(-43.1989074 -22.9073731)";"POINT(-4808880.37459378 -2620820.81770013)";342
"POINT(-43.19806 -22.800343)";"POINT(-4808786.04245728 -2607891.29166924)";343
"POINT(-43.1977693 -22.9070097)";"POINT(-4808753.68188131 -2620776.90075578)";344
"POINT(-43.1977494 -22.8002704)";"POINT(-4808751.46662344 -2607882.52484392)";345
"POINT(-43.1974982 -22.800194)";"POINT(-4808723.50316735 -2607873.299154)";346
"POINT(-43.1973091 -22.8000868)";"POINT(-4808702.45265164 -2607860.35421561)";347
"POINT(-43.1965251 -22.9065965)";"POINT(-4808615.17817086 -2620726.96561698)";348
"POINT(-43.1959492 -22.9064132)";"POINT(-4808551.06927611 -2620704.81389673)";349
"POINT(-43.1958223 -22.7989427)";"POINT(-4808536.94283273 -2607722.19902871)";350
"POINT(-43.1955025 -22.9062969)";"POINT(-4808501.34285958 -2620690.75911103)";351
"POINT(-43.194914 -22.7982248)";"POINT(-4808435.83133924 -2607635.50998819)";352
"POINT(-43.1948312 -22.9061009)";"POINT(-4808426.61408541 -2620667.07265509)";353
"POINT(-43.1944244 -22.9059807)";"POINT(-4808381.32931655 -2620652.54659037)";354
"POINT(-43.1943992 -22.7978422)";"POINT(-4808378.52406538 -2607589.30983077)";355
"POINT(-43.1943595 -22.9059594)";"POINT(-4808374.1046816 -2620649.97250537)";356
"POINT(-43.194155 -22.7977157)";"POINT(-4808351.33984573 -2607574.03458508)";357
"POINT(-43.1938448 -22.7976133)";"POINT(-4808316.80853969 -2607561.66949539)";358
"POINT(-43.1935156 -22.7975608)";"POINT(-4808280.16216332 -2607555.32997547)";359
"POINT(-43.1931481 -22.7975823)";"POINT(-4808239.25225045 -2607557.92615953)";360
"POINT(-43.1930464 -22.9055137)";"POINT(-4808227.93105824 -2620596.11017163)";361
"POINT(-43.1928016 -22.9054376)";"POINT(-4808200.68004689 -2620586.91359161)";362
"POINT(-43.1927338 -22.9054159)";"POINT(-4808193.13258541 -2620584.2911775)";363
"POINT(-43.1927181 -22.7976434)";"POINT(-4808191.38486941 -2607565.30415458)";364
"POINT(-43.1926778 -22.9053965)";"POINT(-4808186.89869393 -2620581.94671546)";365
"POINT(-43.1926319 -22.7976553)";"POINT(-4808181.7891293 -2607566.74111309)";366
"POINT(-43.1914331 -22.904994)";"POINT(-4808048.33932374 -2620533.30524633)";367
"POINT(-43.1913307 -22.9049613)";"POINT(-4808036.94020789 -2620529.35351095)";368
"POINT(-43.190741 -22.7979832)";"POINT(-4807971.29510416 -2607606.33601065)";369
"POINT(-43.1906514 -22.9047446)";"POINT(-4807961.32087779 -2620503.16573517)";370
"POINT(-43.1904569 -22.9046846)";"POINT(-4807939.66923683 -2620495.91485864)";371
"POINT(-43.1903902 -22.9046625)";"POINT(-4807932.24422679 -2620493.24411992)";372
"POINT(-43.1899944 -22.9045429)";"POINT(-4807888.18397234 -2620478.79071797)";373
"POINT(-43.1886917 -22.7983497)";"POINT(-4807743.16807168 -2607650.59208543)";374
"POINT(-43.1884755 -22.7983854)";"POINT(-4807719.10079777 -2607654.90298366)";375
"POINT(-43.1882999 -22.9041572)";"POINT(-4807699.55309519 -2620432.17979197)";376
"POINT(-43.1882201 -22.9042775)";"POINT(-4807690.66979982 -2620446.71774611)";377
"POINT(-43.1881052 -22.7984518)";"POINT(-4807677.87919033 -2607662.92101586)";378
"POINT(-43.1880873 -22.9040907)";"POINT(-4807675.88657144 -2620424.14343882)";379
"POINT(-43.187786 -22.7985231)";"POINT(-4807642.34600887 -2607671.53074455)";380
"POINT(-43.1874665 -22.7987256)";"POINT(-4807606.77943156 -2607695.98336459)";381
"POINT(-43.187437 -22.9039915)";"POINT(-4807603.49550658 -2620412.1553825)";382
"POINT(-43.1867573 -22.7993065)";"POINT(-4807527.83164869 -2607766.12937844)";383
"POINT(-43.1865823 -22.7994013)";"POINT(-4807508.3507378 -2607777.57688851)";384
"POINT(-43.1864943 -22.7994414)";"POINT(-4807498.55462261 -2607782.41913936)";385
"POINT(-43.1863828 -22.7994761)";"POINT(-4807486.14249939 -2607786.60931768)";386
"POINT(-43.1863653 -22.9035102)";"POINT(-4807484.1944083 -2620353.99168129)";387
"POINT(-43.1863583 -22.9038417)";"POINT(-4807483.41517186 -2620394.05246729)";388
"POINT(-43.1863273 -22.7994669)";"POINT(-4807479.96426765 -2607785.49837692)";389
"POINT(-43.1862546 -22.9034802)";"POINT(-4807471.87134067 -2620350.36627562)";390
"POINT(-43.1862521 -22.7994587)";"POINT(-4807471.59304194 -2607784.50819066)";391
"POINT(-43.1861592 -22.7994377)";"POINT(-4807461.25146125 -2607781.97234807)";392
"POINT(-43.1858076 -22.7993526)";"POINT(-4807422.11152828 -2607771.69615186)";393
"POINT(-43.1850829 -22.7991337)";"POINT(-4807341.4382933 -2607745.26305147)";394
"POINT(-43.1843905 -22.7988312)";"POINT(-4807264.36067788 -2607708.73496753)";395
"POINT(-43.1842515 -22.7988019)";"POINT(-4807248.88726866 -2607705.19687974)";396
"POINT(-43.1841638 -22.9028039)";"POINT(-4807239.12454932 -2620268.63776005)";397
"POINT(-43.1841223 -22.9027919)";"POINT(-4807234.50479045 -2620267.18760524)";398
"POINT(-43.1841111 -22.7987875)";"POINT(-4807233.25801215 -2607703.45802459)";399
"POINT(-43.1840651 -22.7971797)";"POINT(-4807228.13731558 -2607509.31117169)";400
"POINT(-43.1840615 -22.7972649)";"POINT(-4807227.73656541 -2607519.59927934)";401
"POINT(-43.1840399 -22.7969772)";"POINT(-4807225.33206441 -2607484.85882895)";402
"POINT(-43.184001 -22.9027469)";"POINT(-4807221.00173622 -2620261.74952585)";403
"POINT(-43.1839764 -22.7968083)";"POINT(-4807218.26327674 -2607464.46379159)";404
"POINT(-43.1839277 -22.7988127)";"POINT(-4807212.84201754 -2607706.50102123)";405
"POINT(-43.1838538 -22.7965932)";"POINT(-4807204.61550717 -2607438.49004171)";406
"POINT(-43.1838486 -22.7979922)";"POINT(-4807204.03664582 -2607607.42278869)";407
"POINT(-43.1838146 -22.7987662)";"POINT(-4807200.25178313 -2607700.88596834)";408
"POINT(-43.1837299 -22.7986809)";"POINT(-4807190.82302226 -2607690.58567201)";409
"POINT(-43.1837241 -22.9026477)";"POINT(-4807190.17736922 -2620249.76158831)";410
"POINT(-43.1837005 -22.7985548)";"POINT(-4807187.55022923 -2607675.35863378)";411
"POINT(-43.1832877 -22.9025022)";"POINT(-4807141.59754343 -2620232.17849014)";412
"POINT(-43.1831981 -22.9024752)";"POINT(-4807131.62331706 -2620228.91564926)";413
"POINT(-43.1830563 -22.795756)";"POINT(-4807115.83821326 -2607337.39687818)";414
"POINT(-43.1828765 -22.7955731)";"POINT(-4807095.82296882 -2607315.31150977)";415
"POINT(-43.1826687 -22.7954349)";"POINT(-4807072.69077863 -2607298.62373328)";416
"POINT(-43.1824206 -22.7953134)";"POINT(-4807045.07241297 -2607283.95251105)";417
"POINT(-43.1822305 -22.79526)";"POINT(-4807023.91057777 -2607277.50442245)";418
"POINT(-43.1817584 -22.9020494)";"POINT(-4806971.35664616 -2620177.45952596)";419
"POINT(-43.1817061 -22.7951461)";"POINT(-4806965.53463679 -2607263.75092356)";420
"POINT(-43.1816906 -22.9020278)";"POINT(-4806963.80918469 -2620174.84926192)";421
"POINT(-43.1815129 -22.9019713)";"POINT(-4806944.02771118 -2620168.02148988)";422
"POINT(-43.1812256 -22.9018776)";"POINT(-4806912.04562147 -2620156.69827066)";423
"POINT(-43.1810495 -22.7951623)";"POINT(-4806892.44225914 -2607265.70708337)";424
"POINT(-43.1808219 -22.7911376)";"POINT(-4806867.10594304 -2606779.72926562)";425
"POINT(-43.1807018 -22.795188)";"POINT(-4806853.73647219 -2607268.81037441)";426
"POINT(-43.1806616 -22.9016936)";"POINT(-4806849.26142866 -2620134.46272954)";427
"POINT(-43.1805972 -22.9016729)";"POINT(-4806842.09245345 -2620131.96123305)";428
"POINT(-43.1803617 -22.7921771)";"POINT(-4806815.87671337 -2606905.2463008)";429
"POINT(-43.1803371 -22.7952154)";"POINT(-4806813.1382539 -2607272.11894215)";430
"POINT(-43.1802207 -22.7951254)";"POINT(-4806800.18066517 -2607261.25138637)";431
"POINT(-43.1801349 -22.7950269)";"POINT(-4806790.62945286 -2607249.35745854)";432
"POINT(-43.1800627 -22.7944078)";"POINT(-4806782.59218562 -2607174.60099825)";433
"POINT(-43.1800533 -22.7930654)";"POINT(-4806781.54578241 -2607012.50707091)";434
"POINT(-43.1799833 -22.7940406)";"POINT(-4806773.75341806 -2607130.26167839)";435
"POINT(-43.1799669 -22.7934421)";"POINT(-4806771.92777841 -2607057.99318994)";436
"POINT(-43.1799552 -22.7937586)";"POINT(-4806770.62534037 -2607096.210321)";437
"POINT(-43.1794224 -22.901296)";"POINT(-4806711.31431567 -2620086.41472849)";438
"POINT(-43.1793588 -22.9012758)";"POINT(-4806704.23439606 -2620083.97366178)";439
"POINT(-43.1792954 -22.901244)";"POINT(-4806697.17674034 -2620080.13079511)";440
"POINT(-43.1792396 -22.9012007)";"POINT(-4806690.96511276 -2620074.89821396)";441
"POINT(-43.1791749 -22.9011168)";"POINT(-4806683.7627417 -2620064.75933745)";442
"POINT(-43.1791074 -22.9010962)";"POINT(-4806676.24867607 -2620062.26993607)";443
"POINT(-43.1790968 -22.9010922)";"POINT(-4806675.06868947 -2620061.7865572)";444
"POINT(-43.178921 -22.9010294)";"POINT(-4806655.49872299 -2620054.1975109)";445
"POINT(-43.1788593 -22.9010046)";"POINT(-4806648.6303104 -2620051.20056365)";446
"POINT(-43.1784047 -22.9007902)";"POINT(-4806598.02446989 -2620025.2914941)";447
"POINT(-43.1783541 -22.9007614)";"POINT(-4806592.39170366 -2620021.81117445)";448
"POINT(-43.1782957 -22.9007316)";"POINT(-4806585.89064539 -2620018.21001114)";449
"POINT(-43.1775511 -22.9004734)";"POINT(-4806503.00215255 -2619987.00801855)";450
"POINT(-43.1774569 -22.9004525)";"POINT(-4806492.51585652 -2619984.48237573)";451
"POINT(-43.1773606 -22.9004355)";"POINT(-4806481.79578955 -2619982.42802541)";452
"POINT(-43.1772777 -22.9004287)";"POINT(-4806472.56740377 -2619981.60628535)";453
"POINT(-43.1772149 -22.9004241)";"POINT(-4806465.57653975 -2619981.05040239)";454
"POINT(-43.1769294 -22.900356)";"POINT(-4806433.79482512 -2619972.82091995)";455
"POINT(-43.1768274 -22.9006641)";"POINT(-4806422.44023706 -2620010.05301664)";456
"POINT(-43.1767375 -22.9008772)";"POINT(-4806412.43261484 -2620035.80496421)";457
"POINT(-43.1767183 -22.9009226)";"POINT(-4806410.29528062 -2620041.29130646)";458
"POINT(-43.1765247 -22.9013426)";"POINT(-4806388.7438272 -2620092.04610161)";459
"POINT(-43.1764444 -22.9015168)";"POINT(-4806379.80487209 -2620113.09730323)";460
"POINT(-43.1763259 -22.9017565)";"POINT(-4806366.61351243 -2620142.06389754)";461
"POINT(-43.1762088 -22.9019393)";"POINT(-4806353.57800006 -2620164.15443441)";462
"POINT(-43.1761824 -22.9019778)";"POINT(-4806350.6391655 -2620168.80698563)";463
"POINT(-43.1761629 -22.9020067)";"POINT(-4806348.46843543 -2620172.29942105)";464
"POINT(-43.1761394 -22.9020419)";"POINT(-4806345.8524274 -2620176.55318423)";465
"POINT(-43.1758978 -22.9024025)";"POINT(-4806318.95763842 -2620220.13015129)";466
"POINT(-43.1758504 -22.9024652)";"POINT(-4806313.68109456 -2620227.70718984)";467
"POINT(-43.1758246 -22.9024993)";"POINT(-4806310.80905169 -2620231.82803683)";468
"POINT(-43.1755161 -22.9029071)";"POINT(-4806276.46698878 -2620281.10909672)";469
"POINT(-43.1752911 -22.9031922)";"POINT(-4806251.42010336 -2620315.56242203)";470
"POINT(-43.1750881 -22.9034495)";"POINT(-4806228.82224673 -2620346.65627799)";471
"POINT(-43.1750505 -22.9034933)";"POINT(-4806224.63663387 -2620351.94936933)";472
"POINT(-43.175021 -22.9035276)";"POINT(-4806221.35270889 -2620356.09441694)";473
"POINT(-43.1746372 -22.9040272)";"POINT(-4806178.62828833 -2620416.4696316)";474
"POINT(-43.1746148 -22.9040651)";"POINT(-4806176.13473173 -2620421.04974603)";475
"POINT(-43.1745636 -22.9041495)";"POINT(-4806170.4351738 -2620431.24926667)";476
"POINT(-43.1745416 -22.9041982)";"POINT(-4806167.98614501 -2620437.13453799)";477
"POINT(-43.1744228 -22.9044145)";"POINT(-4806154.7613895 -2620463.27386918)";478
"POINT(-43.1743678 -22.9044967)";"POINT(-4806148.63881751 -2620473.20755106)";479
"POINT(-43.1743398 -22.9045345)";"POINT(-4806145.52187177 -2620477.77559657)";480
"POINT(-43.1742062 -22.9047086)";"POINT(-4806130.64958779 -2620498.81520886)";481
"POINT(-43.1741741 -22.904752)";"POINT(-4806127.07623214 -2620504.06001016)";482
"POINT(-43.1740171 -22.9049648)";"POINT(-4806109.59907208 -2620529.77647953)";483
"POINT(-43.1739592 -22.9050433)";"POINT(-4806103.15367357 -2620539.26306324)";484
"POINT(-43.1736003 -22.90553)";"POINT(-4806063.20110832 -2620598.08000481)";485
"POINT(-43.1733308 -22.9058945)";"POINT(-4806033.20050555 -2620642.12940381)";486
"POINT(-43.1731353 -22.9064182)";"POINT(-4806011.4375451 -2620705.41814402)";487
"POINT(-43.1730733 -22.9065666)";"POINT(-4806004.53573667 -2620723.35221376)";488
"POINT(-43.1730328 -22.9066855)";"POINT(-4806000.0272973 -2620737.72123663)";489
"POINT(-43.1728901 -22.9070758)";"POINT(-4805984.14200596 -2620784.8889419)";490
"POINT(-43.1728358 -22.9072135)";"POINT(-4805978.09735761 -2620801.53000176)";491
