"point_4326";"point_4326";"posicao"
"POINT(-43.2424128 -22.8753599)";"POINT(-4813723.37356854 -2616952.4689548)";47
"POINT(-43.2423176 -22.8373886)";"POINT(-4813712.77595301 -2612365.3489302)";48
"POINT(-43.2423095 -22.8377496)";"POINT(-4813711.87426514 -2612408.95347657)";49
"POINT(-43.2422452 -22.8380091)";"POINT(-4813704.71642188 -2612440.29809039)";50
"POINT(-43.2421191 -22.8382785)";"POINT(-4813690.67903409 -2612472.83857354)";51
"POINT(-43.2420376 -22.8384057)";"POINT(-4813681.60649559 -2612488.20292205)";52
"POINT(-43.2420118 -22.8338858)";"POINT(-4813678.73445273 -2611942.25797079)";53
"POINT(-43.2419836 -22.8384723)";"POINT(-4813675.59524309 -2612496.24746875)";54
"POINT(-43.2419424 -22.8336837)";"POINT(-4813671.00888006 -2611917.84735105)";55
"POINT(-43.2418626 -22.8335922)";"POINT(-4813662.1255847 -2611906.7955485)";56
"POINT(-43.241747 -22.8335292)";"POINT(-4813649.25705156 -2611899.18611499)";57
"POINT(-43.2417323 -22.8762439)";"POINT(-4813647.62065505 -2617059.27577705)";58
"POINT(-43.2415842 -22.8334811)";"POINT(-4813631.13423846 -2611893.37637528)";59
"POINT(-43.2414252 -22.8391422)";"POINT(-4813613.43443943 -2612577.1642318)";60
"POINT(-43.241423 -22.8334841)";"POINT(-4813613.18953655 -2611893.73872904)";61
"POINT(-43.2413819 -22.8391581)";"POINT(-4813608.61430548 -2612579.08478677)";62
"POINT(-43.2413349 -22.8391623)";"POINT(-4813603.38228941 -2612579.59210321)";63
"POINT(-43.2413229 -22.839256)";"POINT(-4813602.04645552 -2612590.91009559)";64
"POINT(-43.2412889 -22.839146)";"POINT(-4813598.26159283 -2612577.62323234)";65
"POINT(-43.2412755 -22.8768525)";"POINT(-4813596.76991166 -2617132.80857033)";66
"POINT(-43.2412644 -22.8393226)";"POINT(-4813595.53426531 -2612598.95469257)";67
"POINT(-43.2412312 -22.8391184)";"POINT(-4813591.83845821 -2612574.28943924)";68
"POINT(-43.2412082 -22.8773107)";"POINT(-4813589.27810992 -2617188.16982276)";69
"POINT(-43.2412031 -22.8391659)";"POINT(-4813588.71038052 -2612580.02694589)";70
"POINT(-43.2411788 -22.8391444)";"POINT(-4813586.0053169 -2612577.42996895)";71
"POINT(-43.2410885 -22.839082)";"POINT(-4813575.95316688 -2612569.89269866)";72
"POINT(-43.2408354 -22.8466)";"POINT(-4813547.77820376 -2613478.01370864)";73
"POINT(-43.2407784 -22.877925)";"POINT(-4813541.43299278 -2617262.39189101)";74
"POINT(-43.2407651 -22.8336957)";"POINT(-4813539.95244356 -2611919.29676833)";75
"POINT(-43.2407168 -22.8399454)";"POINT(-4813534.57571215 -2612674.182736)";76
"POINT(-43.240567 -22.8465636)";"POINT(-4813517.90005243 -2613473.61672621)";77
"POINT(-43.2405481 -22.8386877)";"POINT(-4813515.79611405 -2612522.26544404)";78
"POINT(-43.2404904 -22.8386083)";"POINT(-4813509.37297943 -2612512.67478354)";79
"POINT(-43.2404435 -22.8784172)";"POINT(-4813504.15209532 -2617321.86161402)";80
"POINT(-43.2404182 -22.8385577)";"POINT(-4813501.3357122 -2612506.56285421)";81
"POINT(-43.2403841 -22.8337648)";"POINT(-4813497.53971756 -2611927.64299865)";82
"POINT(-43.2402956 -22.8403651)";"POINT(-4813487.68794263 -2612724.87851442)";83
"POINT(-43.2402728 -22.8464861)";"POINT(-4813485.14985824 -2613464.25502302)";84
"POINT(-43.2401672 -22.8383787)";"POINT(-4813473.39452001 -2612484.94162046)";85
"POINT(-43.240094 -22.8789309)";"POINT(-4813465.24593328 -2617383.9292895)";86
"POINT(-43.2400907 -22.8464151)";"POINT(-4813464.87857896 -2613455.67849963)";87
"POINT(-43.239948 -22.8384433)";"POINT(-4813448.99328763 -2612492.74458757)";88
"POINT(-43.2399132 -22.8407335)";"POINT(-4813445.11936935 -2612769.37786842)";89
"POINT(-43.2398619 -22.8462655)";"POINT(-4813439.40867947 -2613437.6074171)";90
"POINT(-43.2397669 -22.8337468)";"POINT(-4813428.83332785 -2611925.46887168)";91
"POINT(-43.2396759 -22.8796053)";"POINT(-4813418.70325418 -2617465.41385925)";92
"POINT(-43.2396596 -22.8410701)";"POINT(-4813416.88874648 -2612810.03617833)";93
"POINT(-43.2395832 -22.8386757)";"POINT(-4813408.38393739 -2612520.81597358)";94
"POINT(-43.2394844 -22.8413442)";"POINT(-4813397.3855717 -2612843.14511405)";95
"POINT(-43.2394315 -22.8336657)";"POINT(-4813391.49677063 -2611915.67322537)";96
"POINT(-43.2393674 -22.8415295)";"POINT(-4813384.36119127 -2612865.52780704)";97
"POINT(-43.2392944 -22.8417057)";"POINT(-4813376.23486845 -2612886.81132428)";98
"POINT(-43.2392936 -22.8388882)";"POINT(-4813376.14581285 -2612546.48369854)";99
"POINT(-43.2392213 -22.8419394)";"POINT(-4813368.09741367 -2612915.04041324)";100
"POINT(-43.2392124 -22.880305)";"POINT(-4813367.1066702 -2617549.95573642)";101
"POINT(-43.2391986 -22.8335607)";"POINT(-4813365.57046123 -2611902.9908313)";102
"POINT(-43.2391833 -22.842747)";"POINT(-4813363.86727302 -2613012.59240085)";103
"POINT(-43.2391805 -22.8421176)";"POINT(-4813363.55557845 -2612936.56557913)";104
"POINT(-43.2391721 -22.8429505)";"POINT(-4813362.62049472 -2613037.17375704)";105
"POINT(-43.2391676 -22.8422978)";"POINT(-4813362.11955701 -2612958.33235805)";106
"POINT(-43.2391428 -22.8431196)";"POINT(-4813359.35883364 -2613057.59986528)";107
"POINT(-43.2391099 -22.8432745)";"POINT(-4813355.69642239 -2613076.3107342)";108
"POINT(-43.2390548 -22.8392195)";"POINT(-4813349.56271845 -2612586.50127159)";109
"POINT(-43.2390419 -22.8457182)";"POINT(-4813348.12669702 -2613371.4959323)";110
"POINT(-43.2390259 -22.8435175)";"POINT(-4813346.34558517 -2613105.66352825)";111
"POINT(-43.2389159 -22.833432)";"POINT(-4813334.10044118 -2611887.44585307)";112
"POINT(-43.2388304 -22.8333809)";"POINT(-4813324.58262472 -2611881.273764)";113
"POINT(-43.2388202 -22.8454125)";"POINT(-4813323.44716591 -2613334.56880362)";114
"POINT(-43.2388202 -22.8439821)";"POINT(-4813323.44716591 -2613161.78428376)";115
"POINT(-43.2387417 -22.8452856)";"POINT(-4813314.70858588 -2613319.23990216)";116
"POINT(-43.2387253 -22.881027)";"POINT(-4813312.88294624 -2617637.19248775)";117
"POINT(-43.238686 -22.845178)";"POINT(-4813308.50809025 -2613306.24235784)";118
"POINT(-43.2386688 -22.8451145)";"POINT(-4813306.593395 -2613298.57187879)";119
"POINT(-43.2386695 -22.8443507)";"POINT(-4813306.67131865 -2613206.30897994)";120
"POINT(-43.2386424 -22.8450086)";"POINT(-4813303.65456045 -2613285.77970202)";121
"POINT(-43.2386405 -22.8444708)";"POINT(-4813303.44305342 -2613220.81637445)";122
"POINT(-43.2386202 -22.8445696)";"POINT(-4813301.18326775 -2613232.75086014)";123
"POINT(-43.2386115 -22.8447917)";"POINT(-4813300.21478818 -2613259.57932572)";124
"POINT(-43.2386121 -22.8446649)";"POINT(-4813300.28157988 -2613244.26257369)";125
"POINT(-43.2385315 -22.8813135)";"POINT(-4813291.30922892 -2617671.80941585)";126
"POINT(-43.2384044 -22.8330075)";"POINT(-4813277.16052164 -2611836.17289387)";127
"POINT(-43.2381298 -22.8817456)";"POINT(-4813246.59218947 -2617724.01888955)";128
"POINT(-43.2379224 -22.8325849)";"POINT(-4813223.50452708 -2611785.12958383)";129
"POINT(-43.237622 -22.8322527)";"POINT(-4813190.06415204 -2611745.00525687)";130
"POINT(-43.2374491 -22.8825009)";"POINT(-4813170.81701208 -2617815.28014377)";131
"POINT(-43.2373463 -22.831927)";"POINT(-4813159.37336843 -2611705.6661187)";132
"POINT(-43.2371351 -22.8315692)";"POINT(-4813135.86269198 -2611662.44994341)";133
"POINT(-43.2367802 -22.830747)";"POINT(-4813096.35540469 -2611563.14255023)";134
"POINT(-43.2367745 -22.8832728)";"POINT(-4813095.7208836 -2617908.54766445)";135
"POINT(-43.2363848 -22.8300399)";"POINT(-4813052.33967803 -2611477.73770568)";136
"POINT(-43.2360315 -22.8295145)";"POINT(-4813013.01050194 -2611414.2792102)";137
"POINT(-43.2358101 -22.829112)";"POINT(-4812988.36436667 -2611365.66490232)";138
"POINT(-43.2354679 -22.8286086)";"POINT(-4812950.27083693 -2611304.86400505)";139
"POINT(-43.2350699 -22.8281138)";"POINT(-4812905.96567959 -2611245.10203912)";140
"POINT(-43.2344834 -22.8857181)";"POINT(-4812840.67679824 -2618204.01310165)";141
"POINT(-43.2344255 -22.8273354)";"POINT(-4812834.23139972 -2611151.08729231)";142
"POINT(-43.2341333 -22.8860886)";"POINT(-4812801.70384451 -2618248.78105648)";143
"POINT(-43.2337539 -22.8864187)";"POINT(-4812759.4692297 -2618288.66753428)";144
"POINT(-43.233381 -22.8866437)";"POINT(-4812717.95819159 -2618315.85467714)";145
"POINT(-43.2332921 -22.8259588)";"POINT(-4812708.06188886 -2610984.82357701)";146
"POINT(-43.2331982 -22.8258365)";"POINT(-4812697.60898867 -2610970.05244492)";147
"POINT(-43.2331156 -22.8867697)";"POINT(-4812688.41399873 -2618331.07949683)";148
"POINT(-43.2330602 -22.8257141)";"POINT(-4812682.24689894 -2610955.26924833)";149
"POINT(-43.2329201 -22.8868462)";"POINT(-4812666.65103828 -2618340.32314425)";150
"POINT(-43.2328316 -22.8255553)";"POINT(-4812656.79926335 -2610936.08976146)";151
"POINT(-43.2327313 -22.8868972)";"POINT(-4812645.63391842 -2618346.48557876)";152
"POINT(-43.2322883 -22.8869798)";"POINT(-4812596.319384 -2618356.46631094)";153
"POINT(-43.2321026 -22.8251025)";"POINT(-4812575.64735456 -2610881.40177564)";154
"POINT(-43.232075 -22.8869993)";"POINT(-4812572.57493661 -2618358.82253794)";155
"POINT(-43.2317689 -22.8870008)";"POINT(-4812538.50004048 -2618359.00378619)";156
"POINT(-43.2316985 -22.8248038)";"POINT(-4812530.66314833 -2610845.32567963)";157
"POINT(-43.2315684 -22.8246523)";"POINT(-4812516.18048258 -2610827.02799128)";158
"POINT(-43.231554 -22.8869813)";"POINT(-4812514.57748191 -2618356.64755916)";159
"POINT(-43.2314076 -22.8243751)";"POINT(-4812498.28030846 -2610793.54870928)";160
"POINT(-43.2313341 -22.8869383)";"POINT(-4812490.09832588 -2618351.45177767)";161
"POINT(-43.2312594 -22.8241035)";"POINT(-4812481.78275992 -2610760.74584252)";162
"POINT(-43.2311076 -22.8868866)";"POINT(-4812464.88446122 -2618345.20475885)";163
"POINT(-43.2310907 -22.8238334)";"POINT(-4812463.00316183 -2610728.12420525)";164
"POINT(-43.2309442 -22.886835)";"POINT(-4812446.69485642 -2618338.96982562)";165
"POINT(-43.2307154 -22.8867447)";"POINT(-4812421.22495693 -2618328.05869815)";166
"POINT(-43.2303741 -22.823002)";"POINT(-4812383.23161472 -2610627.71132293)";167
"POINT(-43.2303348 -22.8865252)";"POINT(-4812378.85675873 -2618301.53610962)";168
"POINT(-43.2301248 -22.8227578)";"POINT(-4812355.47966567 -2610598.21802368)";169
"POINT(-43.2300603 -22.8863357)";"POINT(-4812348.29955851 -2618278.63851074)";170
"POINT(-43.2293126 -22.8220889)";"POINT(-4812265.06597525 -2610517.43177585)";171
"POINT(-43.2291354 -22.8855902)";"POINT(-4812245.34016148 -2618188.55882119)";172
"POINT(-43.2290295 -22.885497)";"POINT(-4812233.5514274 -2618177.2973844)";173
"POINT(-43.2285695 -22.885142)";"POINT(-4812182.34446164 -2618134.40249748)";174
"POINT(-43.2284556 -22.8214084)";"POINT(-4812169.66517163 -2610435.24494789)";175
"POINT(-43.2283407 -22.885)";"POINT(-4812156.87456214 -2618117.24457413)";176
"POINT(-43.2282006 -22.8849334)";"POINT(-4812141.27870148 -2618109.1972726)";177
"POINT(-43.2280625 -22.8848411)";"POINT(-4812125.9054798 -2618098.04463752)";178
"POINT(-43.2278813 -22.884778)";"POINT(-4812105.73438807 -2618090.42025105)";179
"POINT(-43.2276284 -22.8206953)";"POINT(-4812077.58168885 -2610349.12132248)";180
"POINT(-43.2275511 -22.8847048)";"POINT(-4812068.97669221 -2618081.57548387)";181
"POINT(-43.2274642 -22.8205612)";"POINT(-4812059.30302846 -2610332.92563851)";182
"POINT(-43.227413 -22.8846783)";"POINT(-4812053.60347054 -2618078.37348599)";183
"POINT(-43.2271632 -22.8845925)";"POINT(-4812025.79586174 -2618068.00626699)";184
"POINT(-43.2270539 -22.8845681)";"POINT(-4812013.62864139 -2618065.05801476)";185
"POINT(-43.2269092 -22.8845599)";"POINT(-4811997.52071107 -2618064.0672088)";186
"POINT(-43.2267535 -22.8845854)";"POINT(-4811980.18826636 -2618067.14837386)";187
"POINT(-43.2265911 -22.884621)";"POINT(-4811962.10998105 -2618071.44992292)";188
"POINT(-43.226326 -22.8846851)";"POINT(-4811932.59918404 -2618079.19513067)";189
"POINT(-43.2261592 -22.8847818)";"POINT(-4811914.03109298 -2618090.87940576)";190
"POINT(-43.225998 -22.8849537)";"POINT(-4811896.08639106 -2618111.65012835)";191
"POINT(-43.2256379 -22.8188856)";"POINT(-4811856.00024243 -2610130.55943622)";192
"POINT(-43.2254244 -22.8186991)";"POINT(-4811832.23353114 -2610108.03554109)";193
"POINT(-43.2247265 -22.8862551)";"POINT(-4811754.54365852 -2618268.89948893)";194
"POINT(-43.2237433 -22.8872559)";"POINT(-4811645.09433517 -2618389.82810022)";195
"POINT(-43.2228832 -22.8880838)";"POINT(-4811549.34844114 -2618489.86554204)";196
"POINT(-43.2226911 -22.8882548)";"POINT(-4811527.96396696 -2618510.52802)";197
"POINT(-43.222522 -22.8159893)";"POINT(-4811509.13984106 -2609780.77225967)";198
"POINT(-43.222512 -22.8883778)";"POINT(-4811508.02664616 -2618525.39052025)";199
"POINT(-43.2223493 -22.8158318)";"POINT(-4811489.914965 -2609761.75114216)";200
"POINT(-43.2223159 -22.8884816)";"POINT(-4811486.19689401 -2618537.93303094)";201
"POINT(-43.222247 -22.8157336)";"POINT(-4811478.5269811 -2609749.89163749)";202
"POINT(-43.2221054 -22.8155977)";"POINT(-4811462.7641412 -2609733.47915989)";203
"POINT(-43.2220724 -22.8155651)";"POINT(-4811459.090598 -2609729.5421)";204
"POINT(-43.2220353 -22.8885702)";"POINT(-4811454.9606449 -2618548.63888098)";205
"POINT(-43.2219716 -22.8154612)";"POINT(-4811447.86959333 -2609716.99423751)";206
"POINT(-43.2217485 -22.8886286)";"POINT(-4811423.03421493 -2618555.69556249)";207
"POINT(-43.2214402 -22.8148913)";"POINT(-4811388.71441592 -2609648.16835544)";208
"POINT(-43.2204482 -22.8136432)";"POINT(-4811278.28548106 -2609497.43838507)";209
"POINT(-43.2202634 -22.8886633)";"POINT(-4811257.71363916 -2618559.88848941)";210
"POINT(-43.2201997 -22.8133102)";"POINT(-4811250.62258759 -2609457.22302667)";211
"POINT(-43.219865 -22.8130017)";"POINT(-4811213.36395403 -2609419.96654364)";212
"POINT(-43.2192635 -22.8886742)";"POINT(-4811146.40528032 -2618561.20557618)";213
"POINT(-43.2186953 -22.8122958)";"POINT(-4811083.15354565 -2609334.71774802)";214
"POINT(-43.2184737 -22.8121621)";"POINT(-4811058.48514648 -2609318.57136914)";215
"POINT(-43.2177376 -22.8886968)";"POINT(-4810976.54286931 -2618563.93641699)";216
"POINT(-43.2174408 -22.8887084)";"POINT(-4810943.50324444 -2618565.33808767)";217
"POINT(-43.2172054 -22.8887592)";"POINT(-4810917.29863631 -2618571.47643999)";218
"POINT(-43.216845 -22.8111792)";"POINT(-4810877.17909183 -2609199.87121391)";219
"POINT(-43.2167579 -22.8111266)";"POINT(-4810867.48316418 -2609193.51898638)";220
"POINT(-43.2163481 -22.8889891)";"POINT(-4810821.86443685 -2618599.25613796)";221
"POINT(-43.2163459 -22.8108022)";"POINT(-4810821.61953398 -2609154.34294536)";222
"POINT(-43.2160584 -22.8105019)";"POINT(-4810789.61518037 -2609118.07741469)";223
"POINT(-43.2159591 -22.8103713)";"POINT(-4810778.56115494 -2609102.30561711)";224
"POINT(-43.2159446 -22.8891587)";"POINT(-4810776.94702232 -2618619.74958604)";225
"POINT(-43.2158567 -22.8102009)";"POINT(-4810767.16203908 -2609081.72742922)";226
"POINT(-43.2158084 -22.8893136)";"POINT(-4810761.78530768 -2618638.46679654)";227
"POINT(-43.2152798 -22.8088483)";"POINT(-4810702.94182484 -2608918.38293764)";228
"POINT(-43.2151495 -22.8085427)";"POINT(-4810688.43689519 -2608881.477886)";229
"POINT(-43.2144633 -22.8070192)";"POINT(-4810612.04946061 -2608697.49729448)";230
"POINT(-43.2143608 -22.8924338)";"POINT(-4810600.6392128 -2619015.49807459)";231
"POINT(-43.214331 -22.8067899)";"POINT(-4810597.32189198 -2608669.80679347)";232
"POINT(-43.214134 -22.8065782)";"POINT(-4810575.39195229 -2608644.24172772)";233
"POINT(-43.214129 -22.8929099)";"POINT(-4810574.83535484 -2619073.02867206)";234
"POINT(-43.2139321 -22.8064056)";"POINT(-4810552.9165471 -2608623.39843946)";235
"POINT(-43.213758 -22.8062832)";"POINT(-4810533.53582375 -2608608.61735184)";236
"POINT(-43.2134175 -22.8061384)";"POINT(-4810495.63153714 -2608591.13124573)";237
"POINT(-43.2129227 -22.8060014)";"POINT(-4810440.55065309 -2608574.58708786)";238
"POINT(-43.21255 -22.8059113)";"POINT(-4810399.06187888 -2608563.70659602)";239
"POINT(-43.212321 -22.8058648)";"POINT(-4810373.56971548 -2608558.09125066)";240
"POINT(-43.2123103 -22.8967083)";"POINT(-4810372.37859693 -2619532.02397497)";241
"POINT(-43.2121687 -22.8969618)";"POINT(-4810356.61575703 -2619562.65714863)";242
"POINT(-43.2118689 -22.8057712)";"POINT(-4810323.24217369 -2608546.78810968)";243
"POINT(-43.2115555 -22.805732)";"POINT(-4810288.35464528 -2608542.0543179)";244
"POINT(-43.2114685 -22.8977583)";"POINT(-4810278.66984958 -2619658.90731531)";245
"POINT(-43.2110604 -22.8057886)";"POINT(-4810233.24036539 -2608548.88933402)";246
"POINT(-43.2108757 -22.8983208)";"POINT(-4810212.67965544 -2619726.88093734)";247
"POINT(-43.2108331 -22.8058168)";"POINT(-4810207.93744513 -2608552.29476714)";248
"POINT(-43.2107618 -22.8983914)";"POINT(-4810200.00036544 -2619735.41240208)";249
"POINT(-43.2105794 -22.8984619)";"POINT(-4810179.69569032 -2619743.93178702)";250
"POINT(-43.2104996 -22.8058734)";"POINT(-4810170.81239495 -2608559.12978751)";251
"POINT(-43.2104182 -22.8984724)";"POINT(-4810161.7509884 -2619745.20063196)";252
"POINT(-43.2102419 -22.8058626)";"POINT(-4810142.12536217 -2608557.82557845)";253
"POINT(-43.2101348 -22.8984544)";"POINT(-4810130.20304471 -2619743.02546926)";254
"POINT(-43.2100494 -22.8985507)";"POINT(-4810120.6963602 -2619754.66259307)";255
"POINT(-43.2099846 -22.8058132)";"POINT(-4810113.48285719 -2608551.86003095)";256
"POINT(-43.2099173 -22.8986833)";"POINT(-4810105.99105546 -2619770.68630978)";257
"POINT(-43.2098623 -22.8992819)";"POINT(-4810099.86848347 -2619843.02283072)";258
"POINT(-43.2098621 -22.8987961)";"POINT(-4810099.84621957 -2619784.31735714)";259
"POINT(-43.2098524 -22.899076)";"POINT(-4810098.76642051 -2619818.14125501)";260
"POINT(-43.2098383 -22.899622)";"POINT(-4810097.19681569 -2619884.12162106)";261
"POINT(-43.2098205 -22.8998579)";"POINT(-4810095.21532875 -2619912.62860497)";262
"POINT(-43.2098041 -22.900006)";"POINT(-4810093.3896891 -2619930.52555407)";263
"POINT(-43.2097954 -22.900156)";"POINT(-4810092.42120954 -2619948.65212608)";264
"POINT(-43.209787 -22.9003024)";"POINT(-4810091.48612581 -2619966.3436797)";265
"POINT(-43.209759 -22.9005232)";"POINT(-4810088.36918007 -2619993.02605897)";266
"POINT(-43.2097487 -22.9007802)";"POINT(-4810087.22258931 -2620024.08304969)";267
"POINT(-43.2096883 -22.8057321)";"POINT(-4810080.49889207 -2608542.0663939)";268
"POINT(-43.2096307 -22.9029566)";"POINT(-4810074.0868894 -2620287.09099121)";269
"POINT(-43.2095808 -22.9058755)";"POINT(-4810068.53204681 -2620639.83327309)";270
"POINT(-43.2095543 -22.9063354)";"POINT(-4810065.5820803 -2620695.41181175)";271
"POINT(-43.2095269 -22.9067237)";"POINT(-4810062.53192626 -2620742.33769577)";272
"POINT(-43.2095098 -22.9049768)";"POINT(-4810060.62836296 -2620531.22665757)";273
"POINT(-43.2094516 -22.9077893)";"POINT(-4810054.1495686 -2620871.11567697)";274
"POINT(-43.2094339 -22.9081097)";"POINT(-4810052.17921361 -2620909.83628138)";275
"POINT(-43.209379 -22.8056483)";"POINT(-4810046.06777357 -2608531.94671093)";276
"POINT(-43.2093743 -22.9083926)";"POINT(-4810045.54457196 -2620944.02505591)";277
"POINT(-43.2093169 -22.9088158)";"POINT(-4810039.15483319 -2620995.16937213)";278
"POINT(-43.2092506 -22.9091302)";"POINT(-4810031.77435095 -2621033.16515841)";279
"POINT(-43.2092009 -22.9093255)";"POINT(-4810026.24177226 -2621056.76754712)";280
"POINT(-43.2091412 -22.9095443)";"POINT(-4810019.59599866 -2621083.20999739)";281
"POINT(-43.20908 -22.8055672)";"POINT(-4810012.78324582 -2608522.15308573)";282
"POINT(-43.2090672 -22.9096918)";"POINT(-4810011.35835634 -2621101.03571349)";283
"POINT(-43.2089932 -22.9097518)";"POINT(-4810003.12071402 -2621108.28685779)";284
"POINT(-43.2088905 -22.9097997)";"POINT(-4809991.68820232 -2621114.07569029)";285
"POINT(-43.2088426 -22.8055058)";"POINT(-4809986.35599871 -2608514.73843378)";286
"POINT(-43.2087591 -22.9098485)";"POINT(-4809977.06082123 -2621119.97329211)";287
"POINT(-43.207849 -22.9100143)";"POINT(-4809875.74895266 -2621140.01065184)";288
"POINT(-43.2077032 -22.9100428)";"POINT(-4809859.5185709 -2621143.45495318)";289
"POINT(-43.207543 -22.9100499)";"POINT(-4809841.68518847 -2621144.31300731)";290
"POINT(-43.2073365 -22.9100367)";"POINT(-4809818.69771362 -2621142.71775178)";291
"POINT(-43.2069001 -22.8050004)";"POINT(-4809770.11788784 -2608453.70655591)";292
"POINT(-43.2068085 -22.9098841)";"POINT(-4809759.92102248 -2621124.27564231)";293
"POINT(-43.2064342 -22.8048616)";"POINT(-4809718.25413708 -2608436.94516963)";294
"POINT(-43.206379 -22.8048411)";"POINT(-4809712.10930119 -2608434.4696061)";295
"POINT(-43.2063557 -22.9097274)";"POINT(-4809709.51555705 -2621105.33805872)";296
"POINT(-43.2062001 -22.8047404)";"POINT(-4809692.19424429 -2608422.30916042)";297
"POINT(-43.206139 -22.9096407)";"POINT(-4809685.3926234 -2621094.86015812)";298
"POINT(-43.2060363 -22.8046121)";"POINT(-4809673.96011169 -2608406.81577541)";299
"POINT(-43.2059612 -22.8045357)";"POINT(-4809665.60001793 -2608397.58979158)";300
"POINT(-43.2058514 -22.8044782)";"POINT(-4809653.37713785 -2608390.64615533)";301
"POINT(-43.2056564 -22.804435)";"POINT(-4809631.66983714 -2608385.42937315)";302
"POINT(-43.2056434 -22.9094755)";"POINT(-4809630.22268376 -2621074.89536492)";303
"POINT(-43.2055403 -22.9094587)";"POINT(-4809618.74564426 -2621072.86504833)";304
"POINT(-43.205425 -22.9094467)";"POINT(-4809605.91050697 -2621071.41482234)";305
